Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	Loco Gauge	Notes
Kent-Sussex-Wessex	1129	SO130	XTD	Petts Wood Jns – Sevenoaks Substation	12	27	21	74	8	Y	
Kent-Sussex-Wessex	1129	SO130	XTD	Sevenoaks Substation – Tonbridge West Jn	21	74	29	35	8	R1	R2 Prohibited through Sevenoaks Tunnel on the Up Main line
Kent-Sussex-Wessex	1129	SO130	XTD	Tonbridge West Jn – Tonbridge East Jn	29	35	29	55	8	Y	
Kent-Sussex-Wessex	1129	SO130	XTD	Tonbridge East Jn – Paddock Wood	29	55	34	67	8	Y	
Kent-Sussex-Wessex	1129	SO130	XTD	Paddock Wood – Ashford (Jn with Maidstone line)	34	67	55	54	8	Y	
Kent-Sussex-Wessex	1129	SO130	XTD	Ashford (Jn with Maidstone line) – Ashford Station	55	54	56	09	8	Y	
Kent-Sussex-Wessex	1129	SO130	XTD	Ashford Station – Ashford (Jn with Hastings line)	56	09	56	20	8	Y	
Kent-Sussex-Wessex	1129	SO130	XTD	Ashford (Jn with Hastings line) – Ashford (Jn with Canterbury Line)	56	20	56	35	8	Y	
Kent-Sussex-Wessex	1129	SO130	XTD	Ashford (Jn with Canterbury Line) – Saltwood Jn	56	35	66	38	8	Y	
Kent-Sussex-Wessex	1129	SO130	XTD	Saltwood Jn – Folkestone Central	66	38	69	73	8	Y	
Kent-Sussex-Wessex	1129	SO130	XTD	Folkestone Central – Folkestone East Staff Halt	69	73	70	73	4	Y	
Kent-Sussex-Wessex	1129	SO130	XTD	Folkestone East Staff Halt – Dover Substation	70	73	76	45	8	N	
Kent-Sussex-Wessex	1129	SO140	SBJ	Swanley Jn (SO110) – Otford Jn	17	46	24	53	8	Y	
Kent-Sussex-Wessex	1129	SO140	OJS	Otford Jn – Sevenoaks Jn	24	53	26	58	8	Y	
Kent-Sussex-Wessex	1129	SO140	SBJ	Otford Jn – Jn with Maidstone line	24	53	58	61	8	R1	R2 Prohibited between Offord Jn and Kemsing on the Up Maidstone line
Kent-Sussex-Wessex	1129	SO150	WMS	Western Jn (SO110) – Middle Jn	43	70	44	13	8	Y	
Kent-Sussex-Wessex	1129	SO150	SEJ1	Eastern Jn (SO110) – Middle Jn	0	00	0	23	8	R1	R2 Prohibited on the Down Sheppey line
Kent-Sussex-Wessex	1129	SO150	SEJ2	Middle Jn – Sheerness on Sea	44	13	51	19	8	Y	
Kent-Sussex-Wessex	1129	SO160	FDM	Faversham Jn (SO110) – Buckland Jn	52	13	76	32	8	R1	R2 Prohibited between Faversham and Canterbury East on the Down lline
Kent-Sussex-Wessex	1129	SO160	FDM	Buckland Jn – Change of mileage	76	32	77	76	8	N	
Kent-Sussex-Wessex	1129	SO160	FDM	Change of mileage – Dover Substation	76	53	76	45	8	N	
Kent-Sussex-Wessex	1129	SO170	TTH	Tonbridge East Jn (SO130) – Tunbridge Wells	29	55	34	32	8	Y	
