Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	313	319	325	377	378	380	387	Notes
Kent-Sussex-Wessex	1067	SW180	BTH3	Leatherhead – Route Boundary Sussex (Horsham) [Duplicated in SW180]	18	02	21	09	N	Y	H	Y	N	N	Y	
Kent-Sussex-Wessex	1067	SW180	BTH3	Route Boundary Sussex (Leatherhead) – Horsham jn (SO520) [Duplicated in SO680]	21	09	35	34	N	Y	H	Y	N	N	Y	
Kent-Sussex-Wessex	1067	SW185	MPC	Motspur Park – Chessington South	9	57	13	73	N	R1	H R1	N	N	N	N	R1 10mph Chessington South Up sidings (former Platform line)
Kent-Sussex-Wessex	1067	SW190	NMS1	New Malden – Fulwell Jn	9	62	14	53	N	Y	H	N	N	N	N	
Kent-Sussex-Wessex	1067	SW190	NMS2	Fulwell Jn – Shepperton	12	56	18	73	N	Y	H	N	N	N	N	
Kent-Sussex-Wessex	1067	SW195	HAM	Hampton Court Jn – Hampton Court Up line	13	27	14	76	N	Y	H	N	N	N	N	
Kent-Sussex-Wessex	1067	SW195	HAM	Hampton Court Jn – Hampton Court Down line	13	27	14	76	N	Y	H	N	N	N	N	
Kent-Sussex-Wessex	1067	SW200	NGL	Hampton Court Jn – Effingham Jn	13	27	21	04	N	Y	H	N	N	N	N	
Kent-Sussex-Wessex	1067	SW200	NGL	Effingham Jn – Guilford	21	04	29	70	N	Y	H	R1 R2 R3 R4	N	N	Y	R1 Prohibited Guildford Down Main platform 4 R2 Prohibited Guildford Up Main platform 5 R3 Prohibited Guildford Up Ash platforms 6 and 7 R4 Prohibited Guildford Down Ash platform 8
Kent-Sussex-Wessex	1067	SW205	LEJ	Leatherhead – Effingham Jn	18	02	22	15	N	Y	H	Y	N	N	Y	
Kent-Sussex-Wessex	1067	SW210	RDG1	Clapham Jn – Point Pleasant Jn	3	74	5	09	N	Y	H	N	Y	N	N	
Kent-Sussex-Wessex	1067	SW210	RDG1	Point Pleasant Jn – Richmond	5	09	9	57	N	Y	H	N	Y	N	N	
Kent-Sussex-Wessex	1067	SW210	RDG1	Richmond – Virginia Water	9	57	23	15	N	R1	H R1	N	N	N	N	R1 20mph Staines Down platform
Kent-Sussex-Wessex	1067	SW210	RDG1	Virginia Water – Wokingham Jn	23	15	36	35	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1067	SW210	RDG2	Wokingham Jn – Reading Spur Jn	61	72	67	76	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1067	SW210	RNJ	Reading Spur Jn – Route Boundary (GW190) (Reading New Jn)	68	00	67	76	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1067	SW210	RDG2	Reading Spur Jn – Reading Southern Jn	67	76	68	25	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1067	SW210	RLL	Route Boundary Western (Reading East Main Jn) – Reading Southern Jn	35	35	0	00	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1067	SW210	RDG2	Reading Southern Jn – Reading platforms 4, 5 and 6	68	25	68	68	N	N	N	N	N	N	N	
