Kent-Sussex-Wessex	1056	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	RA	58	59	60	66	67	68	70	73	97/3	Notes
Kent-Sussex-Wessex	1056	SW175	WEY	Route Boundary (GW500) (Castle Cary Jn)	Yeovil Pen Mill Jn	Route Boundary (GW500) (Castle Cary Jn) – Yeovil Pen Mill Jn	130	00	141	35	6	N	Y	N	Y	R1	N	Y	Y	Y	R1 70mph maximum speed
Kent-Sussex-Wessex	1056	SW175	YJP	Yeovil Pen Mill Jn	Yeovil Jn	Yeovil Pen Mill Jn – Yeovil Jn	1	42	0	00	6	N	Y	N	Y	R1	N	N	Y	Y	R1 70mph maximum speed
Kent-Sussex-Wessex	1056	SW175	WEY	Yeovil Pen Mill Jn	Dorchester Jn	Yeovil Pen Mill Jn – Dorchester Jn	141	35	162	14	6	N	R1	N	R1	R1	N	R1 R2	R1	R1	R1 40mph maximum speed R2 Freight trains and top and tail locomotive hauled passenger trains with less than 3 coaches between leading and trailing locomotive: • 20 mph at Bridge E30/197 (157m 77ch) NC/G1/2010/ICP-RA/SO003V until 31 March 2016
Kent-Sussex-Wessex	1056	SW180	RPE	Raynes Park	Epsom (Change of ELR)	Raynes Park – Epsom (Change of ELR)	8	51	14	18	8	Y	Y	Y	Y	Y	Y	Y	Y	Y
Kent-Sussex-Wessex	1056	SW180	BTH2	Route Boundary Sussex (Ewell East)	Epsom [Duplicated in SO680]	Route Boundary Sussex (Ewell East) – Epsom [Duplicated in SO680]	17	33	18	73	8	Y	Y	Y	Y	Y	Y	Y	Y	Y
Kent-Sussex-Wessex	1056	SW180	BTH3	Epsom (Change of ELR)	Leatherhead [Duplicated in SO680]	Epsom (Change of ELR) – Leatherhead [Duplicated in SO680]	14	27	18	02	8	Y	Y	Y	Y	Y	Y	Y	Y	Y
Kent-Sussex-Wessex	1056	SW180	BTH3	Leatherhead	Route Boundary Sussex (Horsham) [Duplicated in SW180]	Leatherhead – Route Boundary Sussex (Horsham) [Duplicated in SW180]	18	02	21	09	8	Y	Y	Y	Y	Y	Y	Y	Y	Y
Kent-Sussex-Wessex	1056	SW180	BTH3	Route Boundary Sussex (Leatherhead)	Horsham jn (SO520) [Duplicated in SO680]	Route Boundary Sussex (Leatherhead) – Horsham jn (SO520) [Duplicated in SO680]	21	09	35	34	8	R1	R1	R1	R1	R1	R1	R1	R1	R1	R1 15 mph over bridge 3/319 (22m 15ch)
Kent-Sussex-Wessex	1056	SW185	MPC	Motspur Park	Chessington South	Motspur Park – Chessington South	9	57	13	73	8	Y	Y	Y	Y	Y	Y	Y	Y	Y
Kent-Sussex-Wessex	1056	SW190	NMS1	New Malden	Fulwell Jn	New Malden – Fulwell Jn	9	62	14	53	8	Y	Y	Y	Y	Y	Y	Y	Y	Y
Kent-Sussex-Wessex	1056	SW190	NMS2	Fulwell Jn	Shepperton	Fulwell Jn – Shepperton	12	56	18	73	8	Y	Y	Y	Y	Y	Y	Y	Y	Y
Kent-Sussex-Wessex	1056	SW195	HAM	Hampton Court Jn	Hampton Court Up line	Hampton Court Jn – Hampton Court Up line	13	27	14	76	4	R1	R1	R1	R1	R1	N	N	R1	R1	R1 10 mph over bridge 14/2 (13m 45ch)
Kent-Sussex-Wessex	1056	SW195	HAM	Hampton Court Jn	Hampton Court Down line	Hampton Court Jn – Hampton Court Down line	13	27	14	76	8	Y	Y	Y	Y	Y	Y	Y	Y	Y
Kent-Sussex-Wessex	1056	SW200	NGL	Hampton Court Jn	Effingham Jn	Hampton Court Jn – Effingham Jn	13	27	21	04	8	R1	R1	R1	R1	R1	R1	R1	R1	R1	R1 15mph over bridge 10 (16m 51ch) between Claygate and Oxshott
Kent-Sussex-Wessex	1056	SW200	NGL	Effingham Jn	Guilford	Effingham Jn – Guilford	21	04	29	70	8	Y	Y	Y	Y	Y	Y	Y	Y	Y
Kent-Sussex-Wessex	1056	SW205	LEJ	Leatherhead	Effingham Jn	Leatherhead – Effingham Jn	18	02	22	15	8	Y	Y	Y	Y	Y	Y	Y	Y	Y
