Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	08	09	20	31/1 31/6	31/4	33	37/0 37/3 37/4 37/6	37/5	Notes
Kent-Sussex-Wessex	1093	SW265	NSA	Aldershot South Jn – Aldershot North Jn	50	01	50	43	8	Y	Y	Y	Y	Y	Y	Y	Y	
Kent-Sussex-Wessex	1093	SW265	GTW2	Aldershot South Jn – Wokingham Jn	50	01	61	74	8	Y	Y	Y	Y	Y	Y	Y	Y	
Kent-Sussex-Wessex	1093	SW300	RSJ	Route Boundary (Sussex SO560) (Redhill) – Shalford Jn	33	10	41	62	8	Y	Y	Y	Y	Y	Y	Y	Y	
