Kent-Sussex-Wessex	0962	Line of route	Line of Route / Sector Description	Line of Route / Sector Description		Gauge								Notes
Kent-Sussex-Wessex	0962					W6a	W7	W8	W9	W9Plus	W10	W10A	W12
Kent-Sussex-Wessex	0962	SO130	Hither Green, Lee Spur Jn – Chislehurst Jn	Hither Green, Lee Spur Jn	Chislehurst Jn	Y	S1	S1	N	N	N	N	N	S1 The following combinations are permitted, up to: 2590 (h) x 2500 (w) box on FEA FSA/FTA wagons 2667 (h) x 2500 (w) box on FAA FLA wagons 5 mph Up Fast line Br. XTD-141 [9m 53ch] 15 mph Down Fast line Br.XTD-141 [9m 53ch] 25 mph Slow lines Br. XTD-141 [9m 53ch] 25 mph Up Slow Line 5 mph Down Slow Line Chislehurst Slow Tunnel [9m 61ch – 10m 10ch]
Kent-Sussex-Wessex	0962	SO130	Chislehurst Jn – Tonbridge West Jn	Chislehurst Jn	Tonbridge West Jn	S1 *	S1	N	N	N	N	N	N	S1 The following combinations are permitted, up to: 2438 (h) x 2438 (w) box on FEA KFA wagons
Kent-Sussex-Wessex	0962	SO130	Tonbridge West Jn – Ashford ‘E’ Jn	Tonbridge West Jn	Ashford ‘E’ Jn	Y *	Y	R1	S1	N	N	N	N	R1 Prohibited: Down Slow Line (Platform 3) and Up Slow Line (Platform 2) through Tonbridge Station S1 The following combinations are permitted, up to: 2770 (h) x 2550 (w) box on FIA IFA wagons 2896 (h) x 2550 (w) box on IKA FKA wagons 2553 (h) x 2500 (w) box on IFB wagons Prohibited: Down Slow Line (Platform 3) and Up Slow Line (Platform 2) through Tonbridge Station
Kent-Sussex-Wessex	0962	SO130	Ashford 'E' Jn – Saltwood Jn	Ashford 'E' Jn	Saltwood Jn	Y	Y	Y	Y	N	N	N	N
Kent-Sussex-Wessex	0962	SO130	Saltwood Jn – Dover Priory	Saltwood Jn	Dover Priory	Y *	N	N	N	N	N	N	N
Kent-Sussex-Wessex	0962	SO130	Tanners Hill Jn – Lewisham Vale Jn (exclusive)	Tanners Hill Jn	Lewisham Vale Jn (exclusive)	Y	N	N	N	N	N	N	N
