Kent-Sussex-Wessex	1062	Line of route	Line of Route / Sector Description	Line of Route / Sector Description		Gauge								Notes
Kent-Sussex-Wessex	1062					W6a	W7	W8	W9	W9Plus	W10	W10A	W12	
Kent-Sussex-Wessex	1062	SW135	Eastleigh – Fareham	Eastleigh	Fareham	Y *	Y	S1	N	N	N	N	N	S1 The following combinations are permitted, up to: 2896 (h) x 2500 (w) box on FAA wagons 2675 (h) x 2550 (w) box on FKA IKA wagons 2595 (h) x 2550 (w) box on IFA FIA wagons
Kent-Sussex-Wessex	1062	SW140	St Denys – Fareham East Jn	St Denys	Fareham East Jn	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1062	SW140	Fareham East Jn – Portcreek Jn	Fareham East Jn	Portcreek Jn	Y	Y	S1	N	N	N	N	N	S1 The following combinations are permitted, up to: 2896 (h) x 2500 (w) box on FAA wagons 2675 (h) x 2550 (w) box on FKA IKA wagons 2595 (h) x 2550 (w) box on IFA FIA wagons 40 mph, Up Line Br. SDP2-16/5 [85m 60ch]
Kent-Sussex-Wessex	1062	SW140	Farlington Jn – Cosham Jn	Farlington Jn	Cosham Jn	Y	Y	N	N	N	N	N	N	
Kent-Sussex-Wessex	1062	SW145	Northam Jn – Canute Road	Northam Jn	Canute Road	Y	Y	Y	N	N	N	N	N	
Kent-Sussex-Wessex	1062	SW150	Redbridge – Salisbury Tunnel Jn	Redbridge	Salisbury Tunnel Jn	Y *	Y	Y	R1 R2	R1 R2	R1 R2	R1 R2	R1 R2 R3	R1 PROHIBITED Laverstock South Jn to Salisbury Tunnel Jn R2 20mph through Dean platform 1 (Up Salisbury) R3 20mph through Dean platform 2 (Down Salisbury)
Kent-Sussex-Wessex	1062	SW150	Laverstock Loop (SW115)	Laverstock Loop (SW115)		Y	Y	Y	Y	Y	Y	Y	Y	
Kent-Sussex-Wessex	1062	SW155	Totton – Marchwood (Goods Line)	Totton	Marchwood (Goods Line)	Y	S1	S1	N	N	N	N	N	S1 The following combinations are permitted, up to: 2590 (h) x 2500 (w) box on FCA FIA FKA IFA IKA KFA wagons 2896 (h) x 2500 (w) box on FAA wagons
