Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Kent-Sussex-Wessex	1114	SW190	NMS1	New Malden – Fulwell Jn	9	62	14	53	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW190	NMS2	Fulwell Jn – Shepperton	12	56	18	73	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW195	HAM	Hampton Court Jn – Hampton Court Up line	13	27	14	76	4	N	N	N	N	N	N	
Kent-Sussex-Wessex	1114	SW195	HAM	Hampton Court Jn – Hampton Court Down line	13	27	14	76	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW200	NGL	Hampton Court Jn – Effingham Jn	13	27	21	04	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW200	NGL	Effingham Jn – Guilford	21	04	29	70	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW205	LEJ	Leatherhead – Effingham Jn	18	02	22	15	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW210	RDG1	Clapham Jn – Point Pleasant Jn	3	74	5	09	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW210	RDG1	Point Pleasant Jn – Richmond	5	09	9	57	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW210	RDG1	Richmond – Virginia Water	9	57	23	15	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW210	RDG1	Virginia Water – Wokingham Jn	23	15	36	35	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW210	RDG2	Wokingham Jn – Reading Spur Jn	61	72	67	76	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW210	RNJ	Reading Spur Jn – Route Boundary (GW190) (Reading New Jn)	68	00	67	76	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW210	RDG2	Reading Spur Jn – Reading Southern Jn	67	76	68	25	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW210	RLL	Route Boundary Western (Reading East Main Jn) – Reading Southern Jn	35	35	0	00	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW210	RDG2	Reading Southern Jn – Reading platforms 4, 5 and 6	68	25	68	68	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	1114	SW220	CKL	Latchmere Jn No.3 – Latchmere Jn No.1 [Duplicated in SO250]	2	39	2	50	8	N	N	Y	N	N	Y	
Kent-Sussex-Wessex	1114	SW220	WLL	Latchmere Jn No.1 – Latchmere Jn No.2 [Duplicated in SO250]	0	63	0	68	8	N	N	Y	N	N	Y	
Kent-Sussex-Wessex	1114	SW220	WLL	Latchmere Jn No.2 – Kensington Olympia [Duplicated in SO250]	0	71	3	42	8	N	N	Y	N	N	Y	
Kent-Sussex-Wessex	1114	SW225	PPW	Point Pleasant Jn – Network Rail Boundary (TfL – District Line)	5	09	5	67	6	N	N	Y	N	N	N	
