Kent-Sussex-Wessex	0860	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	170	171	172	220	221	Notes
Kent-Sussex-Wessex	0860	SO520	TBH2	Route Boundary Sussex (Barnham)	Havant Jn [Duplicated on SW110]	Route Boundary Sussex (Barnham) – Havant Jn [Duplicated on SW110]	35	35	37	24	Y	Y	N	N	N
Kent-Sussex-Wessex	0860	SO520	WPH2	Havant Jn	Farlington Jn [Duplicated on SW110]	Havant Jn – Farlington Jn [Duplicated on SW110]	37	24	40	33	Y	Y	N	Y	Y
Kent-Sussex-Wessex	0860	SO520	WPH2	Farlington Jn	Portcreek Jn [Duplicated on SW110]	Farlington Jn – Portcreek Jn [Duplicated on SW110]	40	33	41	03	Y	Y	N	Y	Y
Kent-Sussex-Wessex	0860	SO520	WPH2	Portcreek Jn	Blackfriars Jn [Duplicated on SW110]	Portcreek Jn – Blackfriars Jn [Duplicated on SW110]	41	03	44	50	Y	Y	N	Y	Y
Kent-Sussex-Wessex	0860	SO520	WPH2	Blackfriars Jn	Portsmouth and Southsea High Level [Duplicated on SW110]	Blackfriars Jn – Portsmouth and Southsea High Level [Duplicated on SW110]	44	26	44	50	Y	Y	N	Y	Y
Kent-Sussex-Wessex	0860	SO520	PAS	Blackfriars Jn	Portsmouth and Southsea Low Level [Duplicated on SW110]	Blackfriars Jn – Portsmouth and Southsea Low Level [Duplicated on SW110]	44	26	44	50	Y	Y	N	Y	Y
Kent-Sussex-Wessex	0860	SO520	WPH2	Portsmouth and Southsea High Level	Portsmouth Harbour *platforms 4 and 5 RA7 *platforms 1 and 3 RA4 [Duplicated on SW110]	Portsmouth and Southsea High Level – Portsmouth Harbour *platforms 4 and 5 RA7 *platforms 1 and 3 RA4 [Duplicated on SW110]	44	50	45	36	Y	Y	N	Y	Y
Kent-Sussex-Wessex	0860	SO530	SCU1	South Croydon Jn (SO600)	Sanderstead	South Croydon Jn (SO600) – Sanderstead	11	29	12	23	N	Y	N	N	N
Kent-Sussex-Wessex	0860	SO530	SCU1	Sanderstead	Hurst Green Jn	Sanderstead – Hurst Green Jn	12	23	21	35	N	Y	N	N	N
Kent-Sussex-Wessex	0860	SO530	HGG1	Hurst Green Jn	End of Line beyond East Grinstead	Hurst Green Jn – End of Line beyond East Grinstead	21	35	30	12	N	Y	N	N	N
Kent-Sussex-Wessex	0860	SO540	SCU1	Hurst Green Jn	Uckfield	Hurst Green Jn – Uckfield	21	35	46	08	N	Y	N	N	N
Kent-Sussex-Wessex	0860	SO550	RTT	Redhill (SO500)	Tonbridge	Redhill (SO500) – Tonbridge	22	40	42	16	N	Y	N	N	N
Kent-Sussex-Wessex	0860	SO560	RSJ	Redhill	Reigate	Redhill – Reigate	22	40	24	27	N	Y	N	Y	Y
Kent-Sussex-Wessex	0860	SO560	RSJ	Reigate	Route Boundary (SW300) (Shalford Jn)	Reigate – Route Boundary (SW300) (Shalford Jn)	24	27	33	10	N	N	N	Y	Y
Kent-Sussex-Wessex	0860	SO590	KJE1	Keymer Jn	Lewes	Keymer Jn – Lewes	40	69	49	74	N	Y	N	N	N
Kent-Sussex-Wessex	0860	SO590	KJE1/2	Lewes	Southerham Jn [Duplicated on SO620]	Lewes – Southerham Jn [Duplicated on SO620]	49	74	51	11	N	Y	N	N	N
Kent-Sussex-Wessex	0860	SO590	KJE3	Southerham Jn	Willingdon Jn	Southerham Jn – Willingdon Jn	9	14	21	39	N	Y	N	N	N
