Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	Loco Gauge	Notes
Kent-Sussex-Wessex	1125	SO110	VIR	Herne Hill North Jn – Herne Hill South Jn	3	70	4	06	8	Y	
Kent-Sussex-Wessex	1125	SO110	HHT	Herne Hill South Jn – Route Boundary Sussex (Tulse Hill)	4	06	4	63	8	R1	R2 Prohibited between the crossover from the Up Passenger Loop to the Up Chatham Main and the Connection to the Up Holborn line on the Up Slow connecting line
Kent-Sussex-Wessex	1125	SO110	HHT	Route Boundary Kent (Herne Hill South Jn) – Tulse Hill North Jn	4	63	4	76	8	Y	
Kent-Sussex-Wessex	1125	SO110	HHT	Route Boundary Kent (Herne Hill South Jn) – Tulse Hill Substation via platforms 1 and 2	4	63	5	15	8	R1	R2 Prohibited Tulse Hill platform 2 (Down Loop line)
Kent-Sussex-Wessex	1125	SO110	VIR	Herne Hill South Jn – Beckenham Jn	4	06	8	43	8	Y	
Kent-Sussex-Wessex	1125	SO110	VIR	Beckenham Jn – Shortlands Jn	8	43	9	57	8	Y	
Kent-Sussex-Wessex	1125	SO110	VIR	Shortlands Jn – Bickley Jn	9	57	12	38	8	Y	
Kent-Sussex-Wessex	1125	SO110	TLP1	Bickley Jn – Petts Wood (Fast Tonbridge Loop)	12	38	13	29	8	Y	
Kent-Sussex-Wessex	1125	SO110	TLP2	Bickley Jn – Petts Wood (Slow Tonbridge Loop)	12	49	13	35	8	Y	
Kent-Sussex-Wessex	1125	SO110	CSM3	Hawkwood Jn (Up Chatham Loop) – St Mary Cray Jn	11	66	12	30	8	Y	
Kent-Sussex-Wessex	1125	SO110	VIR	Bickley Jn – St Mary Cray Down Jn	12	38	12	79	8	Y	
Kent-Sussex-Wessex	1125	SO110	VIR	St Mary Cray Down Jn – St Mary Cray Up Jn	12	79	13	17	8	Y	
Kent-Sussex-Wessex	1125	SO110	VIR	St Mary Cray Up Jn – Swanley Jn	13	17	17	46	8	R1	R2 Prohibited Swanley platform 3 (Up Chatham Slow line)
Kent-Sussex-Wessex	1125	SO110	VIR	Swanley Jn – Fawkham Jn	17	46	22	49	8	Y	
Kent-Sussex-Wessex	1125	SO110	VIR	Fawkham Jn – CTRL	22	49	0	00	8	Y	
Kent-Sussex-Wessex	1125	SO110	VIR	Fawkham Jn – Rochester Bridge Jn	22	49	33	01	8	R1	R2 Prohibited between Longfield and Meopham on the Down Chatham Main line
Kent-Sussex-Wessex	1125	SO110	VIR	Rochester Bridge Jn – Gillingham	33	01	35	75	8	Y	
Kent-Sussex-Wessex	1125	SO110	VIR	Gillingham – Western Jn	35	75	43	70	8	Y	
Kent-Sussex-Wessex	1125	SO110	VIR	Western Jn – Eastern Jn	43	70	44	18	8	Y	
Kent-Sussex-Wessex	1125	SO110	VIR	Eastern Jn – Faversham Jn	44	18	52	13	8	R1 R2 R3	R4 Prohibited Sittingbourne platform 1 (Up Chatham line) R5 Prohibited between Teynham and Faversham on the Up Chatham line R6 Prohibited Faversham platform 3 (Down Chatham line)
