Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	Loco Gauge	Notes
Kent-Sussex-Wessex	1030	SO110	VIR	Victoria platforms 1-8 – Battersea Pier Jn	0	00	0	70	8	Y	
Kent-Sussex-Wessex	1030	SO110	BSP1	Battersea Pier Jn – Connection to Stewarts Lane Up and Down lines (via Battersea Reversible)	0	71	1	33	8	Y	
Kent-Sussex-Wessex	1030	SO110	VIR	Battersea Pier Jn – Linford Street Jn	0	70	1	45	8	Y	
Kent-Sussex-Wessex	1030	SO110	AHG	Linford Street Jn – Route Boundary (SW100) (Nine Elms Jn)	2	50	2	00	8	Y	
Kent-Sussex-Wessex	1030	SO110	VIR	Linford Street Jn – Factory Jn	1	45	1	61	8	Y	
Kent-Sussex-Wessex	1030	SO110	FLL1	Factory Jn – Longhedge Jn	0	40	0	03	8	Y	
Kent-Sussex-Wessex	1030	SO110	VIR	Factory Jn – Shepherds Lane Jn	1	61	2	70	8	Y	
Kent-Sussex-Wessex	1030	SO110	VIR	Shepherds Lane Jn – Brixton Jn	2	70	3	08	8	Y	
Kent-Sussex-Wessex	1030	SO110	VIR	Brixton Jn – Herne Hill North Jn	3	08	3	70	8	Y	
Kent-Sussex-Wessex	1030	SO110	VIR	Herne Hill North Jn – Herne Hill South Jn	3	70	4	06	8	Y	
Kent-Sussex-Wessex	1030	SO110	HHT	Herne Hill South Jn – Route Boundary Sussex (Tulse Hill)	4	06	4	63	8	R1	R1 Prohibited between the crossover from the Up Passenger Loop to the Up Chatham Main and the Connection to the Up Holborn line on the Up Slow connecting line
