Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Kent-Sussex-Wessex	0998	SO160	FDM	Change of mileage – Dover Substation	76	53	76	45	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO170	TTH	Tonbridge East Jn (SO130) – Tunbridge Wells	29	55	34	32	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO170	TTH	Tunbridge Wells – Bo Peep Jn	34	32	60	69	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO180	PWS1	Paddock Wood – Maidstone West Change of Mileage	34	67	44	56	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO210	APL	Appledore (SO600) – Dungeness Ground Frame	64	50	73	65	6	N	N	N	N	N	N	
Kent-Sussex-Wessex	0998	SO220	ACR	Ashford (Jn with Canterbury line (SO130)) – Hitachi Depot (Access)	56	35	57	05	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO220	ACR	Hitachi Depot (Access) – Minster West Jn	57	05	81	69	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO220	ACR	Minster West Jn – Minster East Jn	81	69	82	17	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO220	ACR	Minster East Jn – Ramsgate Substation	82	17	85	22	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO230	FFH2	Folkstone East Jn (SO130) – Folkstone Harbour	71	08	72	13	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO240	BME2	Buckland Jn – Sandwich	99	05	86	46	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO240	BME2	Sandwich – Minster South	86	46	82	21	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO240	MSW	Minster South Jn – Minster West Jn	82	12	81	64	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO240	BME1	Minster South Jn – Minster East Jn	0	23	0	00	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO250	BSF	Battersea Pier Jn – Connection to Battersea Reversible	0	71	1	18	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO250	BSF	Connection to Battersea Reversible – Stewarts Lane Jn	1	18	1	36	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO250	BSF	Stewarts Lane Jn – Factory Jn	1	36	1	61	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO250	BSP1	Battersea Pier Jn – Connection to Stewarts Lane Up and Down lines (via Battersea Reversible)	0	71	1	33	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO250	BSP1	Connection to Stewarts Lane Up and Down lines (via Battersea Reversible) – Longhedge Jn (via Battersea Reversible)	1	33	1	66	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO250	BSP2	Longhedge Jn – Pouparts Jn	1	66	2	19	8	N	N	Y	N	N	N	
Kent-Sussex-Wessex	0998	SO250	FLL2	Longhedge Jn – Route Boundary (SW100) (Ludgate Jn)	1	66	1	77	8	N	N	Y	N	N	Y	
Kent-Sussex-Wessex	0998	SO250	CKL	Longhedge Jn – Latchmere Jn No.3	1	66	2	39	8	N	N	Y	N	N	Y	
