Kent-Sussex-Wessex	0910	SO290	NKL	Crayford Spur ‘A’ Jn	Dartford Jn	Crayford Spur ‘A’ Jn – Dartford Jn	16	42	1 6	75	Y	N	N	N	N	N	N	Y	Y	N	Y	Y
Kent-Sussex-Wessex	0910	SO300	BEX	Lewisham Jn	Blackheath Jn	Lewisham Jn – Blackheath Jn	5	74	7	14	Y	N	N	N	E R1 R2 R3	E R1 R2 R3	N	Y	Y	Y	Y	R4	R1 45mph maximum speed R2 10mph Lewisham platform 4 (Down North Kent) R3 10mph Blackheath platform 2 R4 20mph Blackheath Station – Blackheath Jn, Up and Down North Kent, 07m 04ch to 07m 13ch
Kent-Sussex-Wessex	0910	SO300	BTC	Blackheath Jn	Charlton Jn	Blackheath Jn – Charlton Jn	7	14	8	67	Y	N	N	N	N	N	N	Y	Y	Y	Y	Y
