Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	150	158	159	165	166 RHM	Notes
Kent-Sussex-Wessex	0894	SO680	BTH1	Streatham South Jn (c) – Change of Mileage	8	15	13	45	N	N	N	N	N	
Kent-Sussex-Wessex	0894	SO680	BTH2	Change of Mileage – Route Boundary Wessex (Epsom)	14	66	17	33	N	N	N	N	N	
Kent-Sussex-Wessex	0894	SO680	BTH2	Route Boundary Sussex (Ewell East) – Epsom (Change of ELR) [Duplicated in SW180]	17	33	18	73	N	N	N	N	N	
Kent-Sussex-Wessex	0894	SO680	BTH3	Epsom (Change of ELR) – Leatherhead [Duplicated in SW180]	14	27	18	02	N	N	N	N	N	
Kent-Sussex-Wessex	0894	SO680	BTH3	Leatherhead – Route Boundary Sussex (Horsham) [Duplicated in SW180]	18	02	21	09	N	N	N	N	N	
Kent-Sussex-Wessex	0894	SO680	BTH3	Route Boundary Sussex (Leatherhead) – Horsham Jn [Duplicated in SW180]	21	09	35	34	N	N	N	N	N	
Kent-Sussex-Wessex	0894	SO700	SMS1	Streatham South Jn (c) – Wimbledon platforms 9 and 10	0	00	3	07	N	N	N	N	N	
Kent-Sussex-Wessex	0894	SO700	SMS2	Wimbledon platforms 9 and 10 – Wimbledon West Jn	7	21	7	51	N	N	N	N	N	
Kent-Sussex-Wessex	0894	SO700	SMS2	Wimbledon West Jn – Sutton	7	51	12	50	N	N	N	N	N	
