Kent-Sussex-Wessex	1052	Line of route	Line of Route / Sector Description	Line of Route / Sector Description		Gauge								Notes
Kent-Sussex-Wessex	1052					W6a	W7	W8	W9	W9Plus	W10	W10A	W12	
Kent-Sussex-Wessex	1052	SW100	Waterloo – Clapham Junction (Main lines)	Waterloo	Clapham Junction (Main lines)	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1052	SW100	Waterloo – Clapham Junction (Windsor lines)	Waterloo	Clapham Junction (Windsor lines)	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1052	SW100	Waterloo Station Platforms 20-24 – International Jn	Waterloo Station Platforms 20-24	International Jn	R1	N	N	N	N	N	N	N	R1 Prohibited Waterloo platforms 20 - 24
Kent-Sussex-Wessex	1052	SW100	Nine Elms Jn – Linford Street Jn	Nine Elms Jn	Linford Street Jn	Y	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1052	SW100	Clapham West London Jn – Latchmere No 3 Jn	Clapham West London Jn	Latchmere No 3 Jn	Y	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1052	SW100	Latchmere Reversible Line	Latchmere Reversible Line		Y	Y	Y	Y	N	N	N	N	
Kent-Sussex-Wessex	1052	SW100	Longhedge Jn – Ludgate GW Jn	Longhedge Jn	Ludgate GW Jn	Y	Y	Y	Y	N	N	N	N	
