Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	121	142	143	150	153	155	156	158	159	165	Notes
Western	0706	GW103	MLN1	Westbury Line Jn – Reading West Jn	36	17	36	78	E	E	E	Y	E	E	E	E	E	Y	
Western	0706	GW103	MLN1	Reading West Jn – Didcot East Jn	36	78	52	66	E	E	E	Y	E	E	E	E	E	Y	
Western	0706	GW103	MLN1	Didcot East Jn – Chester Line Jn	52	66	53	12	E	E	E	Y	E	E	E	E	E	Y	
Western	0706	GW103	MLN1	Chester Line Jn – Foxhall Jn	53	12	53	55	E	E	E	Y	E	E	E	E	E	Y	
Western	0706	GW103	MLN1	Foxhall Jn – Uffington	53	55	66	39	E	E	E	Y	E	E	E	E	E	Y	
Western	0706	GW105	MLN1	Uffington – Swindon Jn	66	39	77	36	E	E	E	Y	E	E	E	E	E	R1	R1 Prohibited Swindon platform 2
Western	0706	GW105	MLN1	Swindon Jn – Wootton Bassett Jn	77	36	83	07	E	Y	Y	Y	Y	E	E	Y	Y	Y	
Western	0706	GW105	MLN1	Wootton Bassett Jn – Thingley Jn	83	07	96	10	E	Y	Y	Y	Y	N	N	Y	Y	Y	
Western	0706	GW105	MLN1	Thingley Jn – North Somerset Jn	96	10	117	46	E	Y	Y	Y	Y	N	N	Y	Y	Y	
Western	0706	GW105	MLN1	North Somerset Jn – Feeder Bridge Jn	117	46	117	50	E	Y	Y	Y	Y	N	N	Y	Y	Y	
Western	0706	GW105	MLN1	Feeder Bridge Jn – Bristol East Jn	117	50	118	02	E	Y	Y	Y	Y	N	N	Y	Y	Y	
Western	0706	GW105	MLN1	Bristol East Jn – Bristol West Jn	118	02	118	58	E	Y	Y	Y	Y	N	N	Y	Y	R1	R1 Prohibited Bristol Temple Meads platforms 1 and 2 and adjacent sidings
Western	0706	GW105	MLN1	Bristol West Jn – Parson Street Jn	118	58	120	28	E	Y	Y	Y	Y	N	N	Y	Y	R1	R1 Prohibited beyond signal BL6731 and BL6733 Carriage line and Carriage Washer line Prohibited all other lineS
Western	0706	GW105	MLN1	Parson Street Jn – Worle Jn	120	28	135	11	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0706	GW105	MLN1	Worle Jn – Uphill Jn (direct)	135	11	138	04	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0706	GW105	MLN1	Uphill Jn – Fordgate	138	04	154	12	E	Y	Y	Y	Y	N	N	Y	Y	N	
