Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	121	142	143	150	153	155	156	158	159	165	Notes
Western	0707	GW108	MLN1	Fordgate – Cogload Jn (Up)	154	12	158	23	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN1	Cogload Jn (Up) – Norton Fitzwarren Jn (Connection - West Somerset Railway)	158	23	164	60	E	Y	Y	Y	Y	N	N	R1	R1	N	R1 Prohibited Taunton Down Bay
Western	0707	GW108	MLN1	Norton Fitzwarren Jn (Connection - West Somerset Railway) – Cowley Bridge Jn	164	40	192	52	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN1	Cowley Bridge Jn – Exeter St Davids Jn	192	52	194	00	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN1	Exeter St Davids Jn – Newton Abbot East Jn	194	00	213	75	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN1	Newton Abbot East Jn – Newton Abbot West Jn	213	75	214	43	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN1	Newton Abbot West Jn – Tavistock Jn Yard	214	43	242	55	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN1	Tavistock Jn Yard – Laira Jn	242	55	243	67	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN1	Laira Jn – Lipson Jn	243	67	244	35	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN1	Lipson Jn – Change of ELR (Site of Former Devonport Jn / Cornwall Loop)	244	35	246	15	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN2	Change of ELR (Site of Former Devonport Jn / Cornwall Loop) – St Budeaux Jn	247	28	250	00	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN2	St Budeaux Jn – Change of ELR	250	00	256	38	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN3	Change of ELR – Liskeard Jn	256	40	264	66	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN3	Liskeard Jn – Lostwithiel Jn	264	66	277	54	E	Y	Y	Y	Y	N	N	Y	Y	N	
Western	0707	GW108	MLN3	Lostwithiel Jn – Par Loop Jn	277	54	281	57	E	Y	Y	Y	Y	N	N	Y	Y	N	
