Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	121	142	143	150	153	155	156	158	159	165	Notes
Western	0720	GW915	GWA	Gwaun-cae-Gurwen – Former Jn (Change of ELR)	16	41	14	60	N	N	N	N	N	N	N	N	N	N	
Western	0720	GW915	GNT	Former Jn (Change of ELR) – Pantyffynnon	14	60	10	04	N	N	N	N	N	N	N	N	N	N	
Western	0720	GW930	CAN	Carmarthen Jn – End of Line (Beyond Carmarthen Station)	245	10	245	65	E	Y	Y	Y	Y	Y	Y	Y	Y	N	
Western	0720	GW940	CAN/ CNW	Up Sidings No.2 GF – Carmarthen Bridge Jn	245	43	245	32	E	Y	Y	Y	Y	Y	Y	R1	R1	N	R1 Prohibited Carmarthen Down side bay platform (accessible by shunt movement only)
Western	0720	GW950	PEM	Whitland Jn – Pembroke RA Change	259	01	284	22	E	Y	Y	Y	Y	Y	Y	Y	Y	N	
Western	0720	GW950	PEM	Pembroke RA Change – Pembroke Dock	284	22	286	26	E	Y	Y	Y	Y	Y	Y	Y	Y	N	
Western	0720	GW960	SWM2	Clarbeston Road – Haverfordwest	271	08	276	08	E	Y	Y	Y	Y	Y	Y	Y	Y	N	
Western	0720	GW960	SWM2	Haverfordwest – Change of ELR (Site of Former Johnston Jn)	276	08	280	70	E	Y	Y	Y	Y	Y	Y	Y	Y	N	
Western	0720	GW960	MIL	Change of ELR (Site of Former Johnston Jn) – Herbranston Jn	280	70	283	12	E	Y	Y	Y	Y	Y	Y	Y	Y		
Western	0720	GW960	MIL	Herbranston Jn – End of Line (Beyond Milford Haven)	283	12	284	71	E	Y	Y	Y	Y	Y	Y	Y	Y		
Western	0720	GW970	GOB	Gulf Oil Branch Jn – Waterston, Gulf Oil Refinery	0	00	2	35	N	N	N	N	N	N	N	N	N		
Western	0720	GW980	ERB	Herbrandston Jn – Robeston	0	00	1	18	N	N	N	N	N	N	N	N	N		
