Western-and-Wales	0806	Line of route	Line of Route / Sector Description	Line of Route / Sector Description		Gauge							
Western-and-Wales	0806					W6a	W7	W8	W9	W9Plus	W10	W10A	W12
Western-and-Wales	0806	GW835	Treherbert – Pontypridd Jn	Treherbert	Pontypridd Jn	Y	N	N	N	N	N	N	N
Western-and-Wales	0806	GW839	Queen Street South Jn – Cardiff Bay	Queen Street South Jn	Cardiff Bay	Y	N	N	N	N	N	N	N
Western-and-Wales	0806	GW840	Radyr Jn – Cardiff, Radyr Branch Jn via City Lines	Radyr Jn	Cardiff, Radyr Branch Jn via City Lines	Y	N	N	N	N	N	N	N
Western-and-Wales	0806	GW850	Leckwith Loop South Jn – Leckwith Loop North Jn	Leckwith Loop South Jn	Leckwith Loop North Jn	Y	N	N	N	N	N	N	N
Western-and-Wales	0806	GW860	Penarth Curve North Jn – Penarth Curve South Jn	Penarth Curve North Jn	Penarth Curve South Jn	Y	N	N	N	N	N	N	N
Western-and-Wales	0806	GW864	Cogan Jn – Penarth	Cogan Jn	Penarth	Y *	N	N	N	N	N	N	N
Western-and-Wales	0806	GW870	Barry – Bridgend, Barry Jn	Barry	Bridgend, Barry Jn	Y *	N	N	N	N	N	N	N
Western-and-Wales	0806	GW871	Ford Siding GF – Ford Works, Waterton	Ford Siding GF	Ford Works, Waterton	Y *	N	N	N	N	N	N	N
