Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	121	142	143	144	150	153	155	156	158	159	Notes
London-North-Western-North	0871	NW2023	SBH1	St Helens Station Jn – Huyton Jn	5	12	0	-18	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	
London-North-Western-North	0871	NW2025	SHS1	St. Helens Station Jn – Network Rail Boundary	7	15	6	04	N	N	N	N	N	N	N	N	N	N	
London-North-Western-North	0871	NW2027	SCT1/2	Edge Hill, Bootle Branch Jn – Network Rail Boundary (MDHC)	0	15	5	53	N	N	N	N	N	N	N	N	N	N	
London-North-Western-North	0871	NW2029	OME3	Olive Mount Jn – Edge Lane Jn	0	10	0	52	N	N	N	N	N	N	N	N	N	N	
London-North-Western-North	0871	NW3001	CNH1	Crewe North Jn – Limit of Electrification (Crewe Steelworks)	158	18	159	55	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	
London-North-Western-North	0871	NW3001	CNH1	Limit of Electrification (Crewe Steelworks) – Chester East Jn	159	55	178	66	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	
London-North-Western-North	0871	NW3001	CNH2	Chester East Jn – Change of ELR (Windmill Lane Tunnel)	178	66	179	56	Y	Y	Y	Y	Y	Y	Y	Y	R1	N	R1 Prohibited Chester parcels platform
London-North-Western-North	0871	NW3001	CNH3	Change of ELR (Windmill Lane Tunnel) – Route Boundary LNW / Wales	179	56	188	40	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	
London-North-Western-North	0871	NW3001	CNH3	Route Boundary LNW / Wales - Holyhead	188	40	263	56	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	
London-North-Western-North	0871	NW3003	CHW1	Chester East Jn – Acton Grange Jn	0	24	16	19	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	
London-North-Western-North	0871	NW3005	WSJ2	Route Boundary (GW731) (Crewe Jn) – Route Boundary Wales / LNW including ‘Up & Down’ loop Wrexham General ELR WDB1	199	00	202	60	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	
London-North-Western-North	0871	NW3005	WSJ2	Route Boundary Wales / LNW - Saltney Jn	202	60	212	06	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	
London-North-Western-North	0871	NW3007	WDB1	Wrexham Central – Wrexham Exchange Jn	0	16	0	68	Y	Y	Y	Y	Y	Y	N	N	N	N	
London-North-Western-North	0871	NW3007	WDB1	Wrexham Exchange Jn – Change of RA at 13m 20ch (South end of Hawarden Bridge)	0	68	13	20	Y	Y	Y	Y	Y	Y	N	N	N	N	
London-North-Western-North	0871	NW3007	WDB1	Change of RA at 13m 20ch (South end of Hawarden Bridge) – Change of ELR	13	20	13	33	Y	Y	Y	Y	Y	Y	N	N	N	N	
London-North-Western-North	0871	NW3007	WDB2 /3	Change of ELR - Route Boundary Wales / LNW	14	15	11	00	Y	Y	Y	Y	Y	Y	N	N	N	N	
London-North-Western-North	0871	NW3007	WDB3	Route Boundary Wales / LNW Bidston Dee Jn	11	00	0	08	Y	Y	Y	Y	Y	Y	N	N	N	N	
London-North-Western-North	0871	NW3009	CVS	Chester North Jn – Chester South Jn	0	36	0	13	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	
