Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	W7A	W8A	W9A	LG2	PG1	PG2	LSVG	Notes
London-North-Western-North	1065	NW6005	MVM	Manchester Victoria East Jn – Manchester Victoria	0	09	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6005	MVE1	Manchester Victoria – Deal Street Jn (Chat Moss lines)	0	00	0	32	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6005	MVE1	Deal Street Jn – Windsor Bridge South Jn	0	32	1	55	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6007	DSE	Deal Street Jn – Ordsall Lane Jn	31	18	30	38	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6009	WBS1	Windsor Bridge North Jn – Crow Nest Jn	1	66	14	64	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6009	WBS2	Crow Nest Jn – Wigan Station Jn	14	64	17	44	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6009	WBS2	Wigan Station Jn – Wigan Wallgate Jn	17	44	18	04	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6009	WBS3	Wigan Wallgate Jn – Southport	18	04	35	27	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6011	BBB	Bolton East Jn – Blackburn Bolton Jn	10	31	24	08	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6013	LCN	Lostock Jn – Crow Nest Jn	13	39	17	18	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6015	WKL1	Wigan Wallgate Jn – Change of Mileage (Pemberton)	18	04	19	48	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6015	WKL2	Change of Mileage (Pemberton) – Kirkby	19	09	29	40	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MVM	Manchester Victoria East Jn (Man Vic West Jn – East Jn on NW6005) – Miles Platting Jn	0	09	1	30	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MPR1	Miles Platting Jn – Brewery Jn	1	30	1	52	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MPR1	Brewery Jn – Thorpes Bridge Jn	1	52	2	17	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MVN2	Thorpes Bridge Jn – Castleton South Jn	2	17	8	21	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MVN2	Castleton South Jn – Castleton East Jn	8	21	8	52	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MVN2	Castleton East Jn – Hall Royd Jn	8	52	19	61	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MVN2	Hall Royd Jn – Route Boundary (LN854)	19	61	22	62	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7005	CEH	Castleton East Jn – Castleton North Jn	0	00	0	37	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7005	CPI1	Castleton South Jn – Castleton North Jn	8	21	8	50	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7005	CPI2	Castleton North Jn – Network Rail / East Lancashire Railway Boundary (Hopwood)	8	50	9	04	N	N	N	N	N	N	N	
