London-North-Western-North	0958	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	RA	59	60	66	67	68	70	73	88	97/3	Notes
London-North-Western-North	0958	NW6001	MVE1	Windsor Bridge North Jn	Bolton West Jn	Windsor Bridge North Jn – Bolton West Jn	1	66	10	55	8	Y	Y	Y	Y	Y	Y	Y		Y
London-North-Western-North	0958	NW6001	MVE2	Bolton West Jn	Lostock Jn	Bolton West Jn – Lostock Jn	10	55	13	39	8	Y	Y	Y	Y	Y	Y	Y		Y
London-North-Western-North	0958	NW6001	MVE2	Lostock Jn	Euxton Jn	Lostock Jn – Euxton Jn	13	39	25	31	8	Y	Y	Y	Y	Y	Y	Y		Y
London-North-Western-North	0958	NW6003	MAJ	Castlefield Jn	Trafford Park Sidings (Limit of Electrification)	Castlefield Jn - Trafford Park Sidings (Limit of Electrification)	33	57	31	35	8	Y	Y	Y	Y	Y	Y	Y		Y
London-North-Western-North	0958	NW6003	MAJ	Trafford Park Sidings (Limit of Electrification)	Hunts Cross	Trafford Park Sidings (Limit of Electrification) - Hunts Cross	31	35	7	07	7	Y	R1	Y	N	Y	Y	Y		Y	R1 10mph over Bridge 130 (18m 22ch - 18m 24ch)
London-North-Western-North	0958	NW6003	MAJ	Hunts Cross	Hunts Cross West Jn	Hunts Cross - Hunts Cross West Jn	7	07	6	11	7	Y	Y	Y	N	Y	Y	Y		Y
London-North-Western-North	0958	NW6003	AHX	Hunts Cross West Jn	Allerton Jn	Hunts Cross West Jn – Allerton Jn	0	37	0	00	7	Y	Y	Y	N	Y	Y	Y		Y
London-North-Western-North	0958	NW6004	OCD	Water Street Jn	Irwell Street Jn (Change of Mileage and ELR)	Water Street Jn – Irwell Street Jn (Change of Mileage and ELR)	190	05	190	34	10	Y	Y	Y	Y	Y	Y	Y		Y
London-North-Western-North	0958	NW6004	DSE	Irwell Street Jn (Change of Mileage and ELR)	Deal Street Jn (Ordsall Curve lines)	Irwell Street Jn (Change of Mileage and ELR) – Deal Street Jn (Ordsall Curve lines)	30	64	31	18	10	Y	Y	Y	Y	Y	Y	Y		Y
London-North-Western-North	0958	NW6005	MVM	Manchester Victoria East Jn	Manchester Victoria	Manchester Victoria East Jn – Manchester Victoria	0	09	0	00	8	Y	Y	Y	Y	Y	Y	Y		Y
