Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	W7A	W8A	W9A	LG2	PG1	PG2	LSVG	Notes
London-North-Western-North	1056	NW1001	LEC2	Armitage Jn (MD101) (Sectional Appendix Boundary – Rugeley North Jn	119	20	124	39	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC2	Rugeley North Jn – Colwich Jn	124	39	127	05	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC2	Colwich Jn – Stafford Trent Valley Jn No.1	127	05	133	06	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC3	Stafford Trent Valley Jn No.1 – Change of ELR (Site of former Stafford Uttoxeter line Jn No 5)	133	06	133	60	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC4	Change of ELR (Site of former Stafford Uttoxeter line Jn No 5) – Norton Bridge North Jn	133	60	139	00	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC4	Norton Bridge North Jn – Basford Hall Jn	139	00	156	16	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC4	Basford Hall Jn – Change of ELR (Basford Wood)	156	16	157	20	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC5	Change of ELR (Basford Wood) – Crewe South Jn	157	20	157	60	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC5	Crewe South Jn – Crewe North Jn	157	60	158	18	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC5	Crewe North Jn – Change of ELR (Site of former Grand Jn)	158	18	159	00	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ1	Change of ELR (Site of former Grand Jn) – Hartford Jn	159	00	170	56	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ1	Hartford Jn – Change of ELR (Preston Brook Tunnel)	170	56	176	00	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ2	Change of ELR (Preston Brook Tunnel) – Acton Grange Jn	176	00	180	24	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ2	Acton Grange Jn – Warrington South Jn	180	24	181	76	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ3	Warrington South Jn – Winwick Jn	181	76	185	49	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ4	Winwick Jn – Golborne Jn	185	49	187	76	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ5	Golborne Jn – Wigan Station Jn	0	53	6	33	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ5	Wigan Station Jn – Farington Curve Jn	6	33	20	08	N	N	N	N	N	N	N	
