London-North-Western-North	0856	NW9003	CYC	Chinley East Jn	Chinley South Jn (Chord line)	Chinley East Jn – Chinley South Jn (Chord line)	168	32	167	56	N	N	N	N	N	
London-North-Western-North	0856	NW9005	CNB1	Chinley North Jn	Chinley South Jn	Chinley North Jn – Chinley South Jn	168	39	167	56	N	N	N	N	N	
London-North-Western-North	0856	NW9005	CNB1	Chinley South Jn	Change of Mileage (Site of former Peak Forest Jn)	Chinley South Jn – Change of Mileage (Site of former Peak Forest Jn)	167	56	161	05	N	N	N	N	N	
London-North-Western-North	0856	NW9005	CNB2	Change of Mileage (Site of former Peak Forest Jn)	Change of Mileage (Site of former Buxton Jn)	Change of Mileage (Site of former Peak Forest Jn) – Change of Mileage (Site of former Buxton Jn)	0	00	0	28	N	N	N	N	N	
London-North-Western-North	0856	NW9005	CNB3	Change of Mileage (Site of former Buxton Jn)	Buxton SB	Change of Mileage (Site of former Buxton Jn) – Buxton SB	161	15	164	52	N	N	N	N	N	
London-North-Western-North	0856	NW9005	CNB4	Buxton SB	Buxton Sidings	Buxton SB – Buxton Sidings	164	52	165	12	N	N	N	N	N	
London-North-Western-North	0856	NW9007	TTA1	New Mills South Jn	Marple Wharf Jn	New Mills South Jn – Marple Wharf Jn	172	17	177	23	N	N	N	N	N	
London-North-Western-North	0856	NW9007	TTA1	Marple Wharf Jn	Romiley Jn	Marple Wharf Jn – Romiley Jn	177	23	178	33	N	N	N	N	N	
London-North-Western-North	0856	NW9007	TTA1	Romiley Jn	Brinnington (Change of Mileage)	Romiley Jn – Brinnington (Change of Mileage)	178	33	181	00	N	N	N	N	N	
London-North-Western-North	0856	NW9007	TTA2	Brinnington (Change of Mileage)	Ashburys East Jn	Brinnington (Change of Mileage) – Ashburys East Jn	42	77	46	24	N	N	N	N	N	
London-North-Western-North	0856	NW9009	MRH	Marple Wharf Jn	Rose Hill Buffer Stop	Marple Wharf Jn – Rose Hill Buffer Stop	11	02	9	78	N	N	N	N	N	
London-North-Western-North	0856	NW9011	RYH1	Romiley Jn	Woodley Jn	Romiley Jn – Woodley Jn	178	33	179	44	N	N	N	N	N	
London-North-Western-North	0856	NW9011	RYH2	Woodley Jn	Hyde Jn	Woodley Jn – Hyde Jn	8	74	6	16	N	N	N	N	N	
London-North-Western-North	0856	NW9013	WJP1	Woodley Jn	Bredbury Sidings	Woodley Jn – Bredbury Sidings	40	53	39	58	N	N	N	N	N	
London-North-Western-North	0856	NW9017	NMC1/ 2	Hazel Grove High Level Jn	Cheadle Jn	Hazel Grove High Level Jn – Cheadle Jn	177	40	181	71	N	N	N	N	N	
London-North-Western-North	0856	NW9017	WJP1	Cheadle Jn	Northenden Jn	Cheadle Jn – Northenden Jn	35	64	33	52	N	N	N	N	N	
London-North-Western-North	0856	NW9019	BUX	Buxton	Brigg’s Sidings	Buxton – Brigg’s Sidings	0	00	4	70	N	N	N	N	N	
London-North-Western-North	0856	NW9021	BEJ	Buxton	Hazel Grove East Jn	Buxton – Hazel Grove East Jn	19	09	2	35	N	N	N	N	N	
London-North-Western-North	0856	NW9901	SKW1	Route Boundary (LN922) (Gargrave)	Settle Jn	Route Boundary (LN922) (Gargrave) – Settle Jn	230	00	234	44	N	H R1	N	N	N	R1 Prohibited between Route Boundary (LN922) (Gargrave) and Hellifield
London-North-Western-North	0856	NW9901	SAC	Settle Jn	Petteril Bridge Jn	Settle Jn – Petteril Bridge Jn	234	44	307	12	N	H R1	N	N	N	R1 20mph under Bridge 349 Up Main Line (305mch to 305m 20ch)
London-North-Western-North	0856	NW9901	NEC2	Petteril Bridge Jn	London Road Jn	Petteril Bridge Jn – London Road Jn	59	26	59	45	N	H	N	N	N	
London-North-Western-North	0856	NW9901	NEC2	London Road Jn	Carlisle South Jn	London Road Jn – Carlisle South Jn	59	45	60	02	N	H	N	N	N	
London-North-Western-North	0856	NW9903	SKW1	Settle Jn	Change of Mileage (Wennington)	Settle Jn – Change of Mileage (Wennington)	234	44	249	44	N	N	N	N	N	
London-North-Western-North	0856	NW9903	SJC	Change of Mileage (Wennington)	Change of Mileage (Site of former Carnforth East Jn)	Change of Mileage (Wennington) – Change of Mileage (Site of former Carnforth East Jn)	9	45	0	31	N	N	N	N	N	
