London-North-Western-North	0973	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
London-North-Western-North	0973	NW5017	DSD	Dinting South Jn	Dinting East Jn	Dinting South Jn – Dinting East Jn	0	72	1	05	8	Y	Y	Y	Y	Y	N
London-North-Western-North	0973	NW5019	GDW	Glossop	Dinting South Jn	Glossop – Dinting South Jn	0	01	0	72	8	Y	Y	Y	Y	Y	N
London-North-Western-North	0973	NW5019	GDW	Dinting South Jn	Dinting West Jn	Dinting South Jn – Dinting West Jn	0	72	1	05	8	Y	Y	Y	Y	Y	N
London-North-Western-North	0973	NW5021	SAJ	Stalybridge Jn	Guide Bridge West Jn	Stalybridge Jn – Guide Bridge West Jn	2	08	0	04	8	H R1	N	Y	N	N	N	R1 20mph over Bridge 11 (1m 40ch - 1m 60ch) (between Ashton viaduct and Stalybridge Jn)
London-North-Western-North	0973	NW6001	COL	Manchester Piccadilly East Jn	Castlefield Jn	Manchester Piccadilly East Jn – Castlefield Jn	188	48	189	67	8	Y	Y	Y	Y	N	Y
London-North-Western-North	0973	NW6001	COL	Castlefield Jn	Ordsall Lane Jn	Castlefield Jn – Ordsall Lane Jn	189	67	190	28	8	Y	Y	Y	Y	N	Y
London-North-Western-North	0973	NW6001	OLW	Ordsall Lane Jn	Windsor Bridge South Jn	Ordsall Lane Jn – Windsor Bridge South Jn	190	28	191	01	8	H	H	Y	H	N	N
London-North-Western-North	0973	NW6001	MVE1	Windsor Bridge South Jn	Windsor Bridge North Jn	Windsor Bridge South Jn – Windsor Bridge North Jn	1	55	1	66	8	H	H	Y	H	N	N
London-North-Western-North	0973	NW6001	MVE1	Windsor Bridge North Jn	Bolton West Jn	Windsor Bridge North Jn – Bolton West Jn	1	66	10	55	8	H	H	Y	H	N	N
London-North-Western-North	0973	NW6001	MVE2	Bolton West Jn	Lostock Jn	Bolton West Jn – Lostock Jn	10	55	13	39	8	H	H	Y	H	N	N
London-North-Western-North	0973	NW6001	MVE2	Lostock Jn	Euxton Jn	Lostock Jn – Euxton Jn	13	39	25	31	8	H	H	Y	H	N	N
London-North-Western-North	0973	NW6003	MAJ	Castlefield Jn	Trafford Park Sidings (Limit of Electrification)	Castlefield Jn - Trafford Park Sidings (Limit of Electrification)	33	57	31	35	8	Y	Y	Y	Y	N	Y
London-North-Western-North	0973	NW6003	MAJ	Trafford Park Sidings (Limit of Electrification)	Hunts Cross	Trafford Park Sidings (Limit of Electrification) - Hunts Cross	31	35	7	07	7	H	H	Y	H	N	N
London-North-Western-North	0973	NW6003	MAJ	Hunts Cross	Hunts Cross West Jn	Hunts Cross - Hunts Cross West Jn	7	07	6	11	7	H	H	Y	H	N	N
London-North-Western-North	0973	NW6003	AHX	Hunts Cross West Jn	Allerton Jn	Hunts Cross West Jn – Allerton Jn	0	37	0	00	7	H	H	Y	H	N	N
London-North-Western-North	0973	NW6004	OCD	Water Street Jn	Irwell Street Jn (Change of Mileage and ELR)	Water Street Jn – Irwell Street Jn (Change of Mileage and ELR)	190	05	190	34	10	Y	Y	N	Y	N	Y
London-North-Western-North	0973	NW6004	DSE	Irwell Street Jn (Change of Mileage and ELR)	Deal Street Jn (Ordsall Curve lines)	Irwell Street Jn (Change of Mileage and ELR) – Deal Street Jn (Ordsall Curve lines)	30	64	31	18	10	Y	Y	N	Y	N	Y
London-North-Western-North	0973	NW6005	MVM	Manchester Victoria East Jn	Manchester Victoria	Manchester Victoria East Jn – Manchester Victoria	0	09	0	00	8	H	H	Y	H	N	N
London-North-Western-North	0973	NW6005	MVE1	Manchester Victoria	Deal Street Jn (Chat Moss Lines)	Manchester Victoria – Deal Street Jn (Chat Moss Lines)	0	00	0	32	8	H	H	Y	H	N	N
London-North-Western-North	0973	NW6005	MVE1	Deal Street Jn	Windsor Bridge South Jn	Deal Street Jn – Windsor Bridge South Jn	0	32	1	55	8	N	N	Y	N	N	N
London-North-Western-North	0973	NW6007	DSE	Deal Street Jn	Ordsall Lane Jn	Deal Street Jn – Ordsall Lane Jn	31	18	30	38	8	H	H	Y	H	N	N
London-North-Western-North	0973	NW6009	WBS1	Windsor Bridge North Jn	Crow Nest Jn	Windsor Bridge North Jn – Crow Nest Jn	1	66	14	64	8	H	H	Y	H	N	N
London-North-Western-North	0973	NW6009	WBS2	Crow Nest Jn	Wigan Station Jn	Crow Nest Jn – Wigan Station Jn	14	64	17	44	8	H	H	Y	H	N	N
London-North-Western-North	0973	NW6009	WBS2	Wigan Station Jn	Wigan Wallgate Jn	Wigan Station Jn – Wigan Wallgate Jn	17	44	18	04	8	N	N	Y	N	N	N
London-North-Western-North	0973	NW6009	WBS3	Wigan Wallgate Jn	Southport	Wigan Wallgate Jn – Southport	18	04	35	27	8	N	N	Y	N	N	N
London-North-Western-North	0973	NW6011	BBB	Bolton East Jn	Blackburn Bolton Jn	Bolton East Jn – Blackburn Bolton Jn	10	31	24	08	8	H	H	Y	H	N	N
