Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
London-North-Western-North	0992	NW2027	SCT1/2	Edge Hill, Bootle Branch Jn – Network Rail Boundary (MDHC)	0	15	5	53	8	N	N	Y	N	N	N	
London-North-Western-North	0992	NW2029	OME3	Olive Mount Jn – Edge Lane Jn	0	10	0	52	8	N	N	Y	N	N	N	
London-North-Western-North	0992	NW3001	CNH1	Crewe North Jn – Limit of Electrification (Crewe Steelworks)	158	18	159	55	8	Y	Y	Y	Y	Y	Y	
London-North-Western-North	0992	NW3001	CNH1	Limit of Electrification (Crewe Steelworks) – Chester East Jn	159	55	178	66	8	H	H	Y	H	N	N	
London-North-Western-North	0992	NW3001	CNH2	Chester East Jn – Change of ELR (Windmill Lane Tunnel)	178	66	179	56	8	H	H	Y	H	N	N	
London-North-Western-North	0992	NW3001	CNH3	Change of ELR (Windmill Lane Tunnel) – Route Boundary LNW / Wales	179	56	188	40	8	N	N	Y	N	N	N	
London-North-Western-North	0992	NW3001	CNH3	Route Boundary LNW / Wales - Holyhead	188	40	263	56	8	N	N	Y	N	N	N	
London-North-Western-North	0992	NW3003	CHW1	Chester East Jn – Acton Grange Jn	0	24	16	19	8	N	N	Y	N	N	N	
London-North-Western-North	0992	NW3005	WSJ2	Route Boundary (GW731) (Crewe Jn) – Route Boundary Wales / LNW including ‘Up & Down’ loop Wrexham General ELR WDB1	199	00	202	60	8	N	N	Y	N	N	N	
London-North-Western-North	0992	NW3005	WSJ2	Route Boundary Wales / LNW - Saltney Jn	202	60	212	06	8	N	N	Y	N	N	N	
London-North-Western-North	0992	NW3007	WDB1	Wrexham Central – Wrexham Exchange Jn	0	16	0	68	5	N	N	N	N	N	N	
London-North-Western-North	0992	NW3007	WDB1	Wrexham Exchange Jn – Change of RA at 13m 20ch (South end of Hawarden Bridge)	0	68	13	20	8	N	N	Y	N	N	N	
London-North-Western-North	0992	NW3007	WDB1	Change of RA at 13m 20ch (South end of Hawarden Bridge) – Change of ELR	13	20	13	33	7	N	N	Y	N	N	N	
London-North-Western-North	0992	NW3007	WDB2 /3	Change of ELR - Route Boundary Wales / LNW	14	15	11	00	7	N	N	Y	N	N	N	
London-North-Western-North	0992	NW3007	WDB3	Route Boundary Wales / LNW Bidston Dee Jn	11	00	0	08	7	N	N	Y	N	N	N	
London-North-Western-North	0992	NW3009	CVS	Chester North Jn – Chester South Jn	0	36	0	13	8	H	H	Y	H	N	N	
London-North-Western-North	0992	NW3011	CRR1	Chester West Jn – Hooton South Jn	0	16	7	68	8	H R1	H R1	R2	H R1	H R1	N	R1 Prohibited between Chester North Jn and Hooton South Jn R2 5mph on the Up through Bridge No.3 at 01m 37ch between Bache - Capenhurst
London-North-Western-North	0992	NW3013	HHJ	Hooton South. Jn – Ellesmere Port (Limit of DC electrification)	0	02	3	44	8	N	N	Y	N	N	N	
