Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	W7A	W8A	W9A	LG2	PG1	PG2	LSVG	Notes
London-North-Western-North	1054	NW5003	STY	Heald Green North Jn – Slade Lane Jn	3	13	9	44	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5005	SMA	Heald Green South Jn – Heald Green West Jn	1	48	1	10	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5007	MIA	Manchester Airport – Heald Green North Jn	0	00	1	51	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5008	NBS	Norton Bridge North Jn – Stone Jn	3	57	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5009	CMD2	Colwich Jn – Stone Jn	38	61	20	36	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5009	CMD2	Stone Jn – Stoke Jn	20	36	21	04	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5009	CMD2	Stoke Jn – Glebe Street Jn	21	04	20	10	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5009	CMD2	Glebe Street Jn – Change of ELR	20	10	15	65	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5009	CMD1	Change of ELR – Kidsgrove Jn	13	68	16	00	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5009	CMD1	Kidsgrove Jn – Macclesfield Hibel Road (Change of ELR)	13	68	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5009	MCH	Macclesfield Hibel Road (Change of ELR) – Cheadle Hulme North Jn	9	37	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5010	SCQ1	Glebe Street Jn – Change of Mileage	20	08	20	33	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5010	SCQ1	Change of Mileage – Change of Mileage (Site of former Milton Jn)	0	00	3	51	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5010	SCQ2	Change of Mileage (Site of former Milton Jn) – Change of Mileage (Site of former Leek Brook Jn)	0	00	6	65	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5010	SCQ3	Change of Mileage (Site of former Leek Brook Jn) – Caldon Quarry	0	00	8	01	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5011	HNS	Heaton Norris Jn – Guide Bridge Station Jn	0	00	4	73	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5012	NSS	Route Boundary (LN3505) – Stoke Jn	1	40	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5013	DJO1	Denton Jn – Change of Mileage (Site of former Crowthorne Jn)	4	10	5	28	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5013	DJO2	Change of Mileage (Site of former Crowthorne Jn) – Change of Mileage (Site of former Ashton Moss South Jn)	0	53	1	19	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5013	AMJ	Change of Mileage (Site of former Ashton Moss South Jn) – Ashton Moss North Jn	0	00	0	40	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5015	HAJ	Hadfield – Dinting East Jn	12	61	12	00	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW5015	HAJ	Dinting East Jn – Dinting West Jn	12	00	11	66	N	N	N	N	N	N	N	
