Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Anglia	0478	EA1325	ELL1	Network Rail Boundary (TFL ELL) – Canal Jn (TFL Infrastructure)	2	17	5	21	8	EH R1 R2 R3	EH R1 R2 R3	N	EH R1 R2 R3	EH R1 R2 R3	E R1 R2 R3 R4	R1 Can only run when authorised by Rail for London and only run or operate under Special Traffic Notice subject to any operational restrictions published within the notice R2 Prohibited North of EL264 (5M9Ch) R3 Not to exceed 25mph, 10mph on sections EL266-EL264 (UP) and EL264-Canal Jn (DN) Vehicle must be hauled if overall length of train is less than 80m due to risk of gapping
Anglia	0478	EA1325	ELL1	Canal Jn – TFL / Network Rail Boundary (SO510) (Via Up East London Line) (TFL Infrastructure)	5	21	5	52	8	EH R1 R2	EH R1 R2	N	EH R1 R2	EH R1 R2	E R1 R2 R3	R1 Can only run when authorised by Rail for London and only run or operate under Special Traffic Notice subject to any operational restrictions published within the notice R2 Not to exceed 25mph Vehicle must be hauled if overall length of train is less than 80m due to risk of gapping
Anglia	0478	EA1325	ELL1	Canal Jn – TFL / Network Rail Boundary (SO510) (Via Down East London Line) (TFL Infrastructure)	5	21	5	73	8	EH R1 R2	EH R1 R2	N	EH R1 R2	EH R1 R2	E R1 R2 R3	R1 Can only run when authorised by Rail for London and only run or operate under Special Traffic Notice subject to any operational restrictions published within the notice R2 Not to exceed 25mph, 5mph through station platform and 10mph on section Canal Jn- 131points (DN)) Vehicle must be hauled if overall length of train is less than 80m due to risk of gapping
Anglia	0478	EA1325	ELL2	Canal Jn – Lewisham (TFL Infrastructure)	5	21	5	78	8	N	N	Y	N	N	N	
Anglia	0478	EA1327	ELL3	Silwood Jn – ELL/Network Rail Boundary (TFL Infrastructure)	4	66	5	51	8	N	N	Y	N	N	N	
Anglia	0478	EA1327	ELL4	ELL/Network Rail Boundary – Old Kent Road Jn (SO680)	2	23	2	32	8	N	N	Y	N	N	N	
Anglia	0478	EA1330	BOK 5	South Acton Jn – Kew East Jn	2	52	3	27	8	N	N	Y	N	N	N	
Anglia	0478	EA1330	NKE1	Kew East Jn – Route Boundary (SW230) (New Kew Jn)	3	27	3	39	8	N	N	Y	N	N	N	
Anglia	0478	EA1330	BOK5	Kew East Jn – Route Boundary (SW230) (Old Kew Jn)	3	27	3	61	8	N	N	Y	N	N	N	
Anglia	0478	EA1340	LLS2	Lea Jn – High Meads Jn	0	51	0	65	8	Y	Y	Y	Y	N	Y	
Anglia	0478	EA1350	CHM	Channelsea North Jn – High Meads Jn	0	00	0	15	8	Y	Y	Y	Y	N	N	
