Anglia	0440	EA1160	BGK	Bethnal Green East Jn	Reading 1 10 Lane Jn	Bethnal Green East Jn – Reading 1 10 Lane Jn	2 55 4		R1 R2		N		R1 R2	R1 R2		R1 R2		R1 R2		R1 R2		R1 R2		R1 10mph maximum speed except for movements permitted by R2 R2 Single light engines and/or single headed locomotives hauled passenger and infrastructure measurement trains are permitted to run at line speed subject to the following restrictions: Fast lines 20mph over Bridge 1361 (2m 38ch) Suburban lines 20mph over Bridge 1337 (01m 20ch) NC/G1/2010/CP-RA/EA001V until 31 March 2022
Anglia	0440	EA1160	BGK	Reading Lane Jn	Hackney Downs 2 55 North Jn	Reading Lane Jn – Hackney Downs 2 55 North Jn	3 04 4		R1		N		R1	R1		R1		R1		R1		R1		R1 10mph maximum speed
Anglia	0440	EA1160	BGK	Hackney Downs North Jn	3 04 Coppermill Jn	Hackney Downs North Jn – 3 04 Coppermill Jn	4 74 8		Y		N		Y	Y		Y		Y		Y		Y
Anglia	0440	EA1160	BGK	Coppermill Jn	Tottenham South Jn 4 74	Coppermill Jn – Tottenham South Jn 4 74	5 41 8		Y		N		Y	Y		Y		Y		Y		Y
Anglia	0440	EA1160	BGK	Tottenham South Jn	Bishops 5 41 Stortford (Cannons Mill Lane Footpath LC (R/G-X)	Tottenham South Jn – Bishops 5 41 Stortford (Cannons Mill Lane Footpath LC (R/G-X)	31 31 8		Y		N		Y	Y		Y		Y		Y		Y
Anglia	0440	EA1161	BGK	(Cannons Mill Lane Footpath LC 31 31 (R/G-X) Stansted Mountfitchet	Shepreth Branch Jn	(Cannons Mill Lane Footpath LC 31 31 (R/G-X) Stansted Mountfitchet – Shepreth Branch Jn	53 06 8		Y		N		Y	Y		Y		Y		Y		Y
Anglia	0440	EA1161	BGK	Shepreth Branch Jn	Ely Dock Jn 53 06	Shepreth Branch Jn – Ely Dock Jn 53 06	69 79 8		Y		Y		Y	Y		Y		Y		Y		Y
Anglia	0440	EA1161	BGK	Ely Dock Jn	Ely North Jn 69 79	Ely Dock Jn – Ely North Jn 69 79	71 68 8		Y		Y		Y	Y		Y		Y		Y		Y
Anglia	0440	EA1162	BGK	Ely North Jn	Kings Lynn 71 68	Ely North Jn – Kings Lynn 71 68	96 75 8		Y		N		Y	Y		Y		Y		Y		Y
Anglia	0440	EA1170	HDT	Hackney Downs North Jn	Seven 3 04 Sisters Jn	Hackney Downs North Jn – Seven 3 04 Sisters Jn	5 70 8		Y		N		Y	Y		Y		Y		Y		Y
Anglia	0440	EA1170	HDT	Seven Sisters Jn	Bury Street Jn 5 70	Seven Sisters Jn – Bury Street Jn 5 70	9 20 8		Y		N		Y	Y		Y		Y		Y		Y
Anglia	0440	EA1170	ENT	Bury Street Jn	Enfield Town (NOT 9 20 ON D5)	Bury Street Jn – Enfield Town (NOT 9 20 ON D5)	10 55 8		Y		N		Y	Y		Y		Y		Y		Y
Anglia	0440	EA1180	GRE	Reading Lane Jn	Navarino Road Jn 2 55 (Graham Rd Curve)	Reading Lane Jn – Navarino Road Jn 2 55 (Graham Rd Curve)	2 79 8		Y		N		Y	Y		Y		Y		Y		Y
Anglia	0440	EA1190	HDT	Bury Street Jn	Cheshunt Jn 9 2	Bury Street Jn – Cheshunt Jn 9 2	0 14 28	8		Y		N	Y		Y		Y		Y		Y		Y
Anglia	0440	EA1200	CJC	Clapton Jn	Chingford 4 3	Clapton Jn – Chingford 4 3	7 10 33	7		Y		N	Y		Y		Y		Y		Y		Y
Anglia	0440	EA1210	HEB	Broxbourne Jn	Hertford East 18 3	Broxbourne Jn – Hertford East 18 3	5 24 19	9		Y		N	Y		Y		Y		Y		Y		Y
Anglia	0440	EA1220	TLA	Stansted South Jn	Stansted East Jn 33 5	Stansted South Jn – Stansted East Jn 33 5	4 34 26	8		Y		N	Y		Y		Y		Y		Y		Y
