Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	37/7 37/9	43	47/2	47/4	47/7	56	57	58	Notes
Anglia	0461	EA1570	MWL	March West Jn – Whitemoor Jn	0	00	0	13	8	N	N	Y	Y	Y	Y	Y	N	
Anglia	0461	EA1570	WIG	Whitemoor Jn – Wisbech	86	18	93	60	6	N	N	N	N	N	N	N	N	Line out of use (temporarily)
Anglia	0461	EA1580	ETN	Ely North Jn – Trowse Jn	71	72	123	00	8	Y	N	Y	Y	Y	Y	Y	Y	
Anglia	0461	EA1744	BFC	Europa Jn – Boss Hall Jn	0	00	0	63	10	Y	N	Y	Y	Y	Y	Y	N	
