Anglia	0486	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	RA	Loco Gauge	Notes
Anglia	0486	EA1330	BOK5	Kew East Jn	Route Boundary (SW230) (Old Kew Jn)	Kew East Jn – Route Boundary (SW230) (Old Kew Jn)	3	27	3	61	8	Y
Anglia	0486	EA1340	LLS2	Lea Jn	High Meads Jn	Lea Jn – High Meads Jn	0	51	0	65	8	Y
Anglia	0486	EA1350	CHM	Channelsea North Jn	High Meads Jn	Channelsea North Jn – High Meads Jn	0	00	0	15	8	Y
Anglia	0486	EA1350	LLS1	High Meads Jn	Temple Mills East Jn	High Meads Jn – Temple Mills East Jn	0	15	0	59	8	Y
Anglia	0486	EA1360	CAW	Route Boundary (LN3219) (Cricklewood Curve Jn)	Dudding Hill Jn	Route Boundary (LN3219) (Cricklewood Curve Jn) – Dudding Hill Jn	5	72	6	04	8	Y
Anglia	0486	EA1360	BDH	Route Boundary (LN3222) (Brent Curve Jn)	Dudding Hill Jn	Route Boundary (LN3222) (Brent Curve Jn) – Dudding Hill Jn	0	54	1	03	8	Y
Anglia	0486	EA1360	CAW	Dudding Hill Jn	Neasden Jn	Dudding Hill Jn – Neasden Jn	6	04	7	02	8	Y
Anglia	0486	EA1360	NJN	Neasden Jn	Route Boundary (MD715) (Neasden South Jn)	Neasden Jn – Route Boundary (MD715) (Neasden South Jn)	6	56	6	51	8	Y
Anglia	0486	EA1360	CAW	Neasden Jn	Acton Canal Wharf Jn	Neasden Jn – Acton Canal Wharf Jn	7	02	8	45	8	Y
Anglia	0486	EA1360	ACW	Acton Canal Wharf Jn	Route Boundary (MD170) (Willesden Jn)	Acton Canal Wharf Jn – Route Boundary (MD170) (Willesden Jn)	0	35	0	11	8	Y
Anglia	0486	EA1360	CAW	Acton Canal Wharf Jn	Acton Wells Jn (Change of Mileage)	Acton Canal Wharf Jn – Acton Wells Jn (Change of Mileage)	8	45	8	77	8	Y
Anglia	0486	EA1360	WAW	Acton Wells Jn (Change of Mileage)	Route Boundary (MD165) (North Pole Jn/ Willesden West London Jn)	Acton Wells Jn (Change of Mileage) – Route Boundary (MD165) (North Pole Jn/ Willesden West London Jn)	6	09	6	76	8	Y
Anglia	0486	EA1360	CAW	Acton Wells Jn (Change of Mileage)	Acton Wells Jn	Acton Wells Jn (Change of Mileage) – Acton Wells Jn	0	63	0	66	8	Y
Anglia	0486	EA1370	GOJ	Gospel Oak Jn	Junction Road Jn	Gospel Oak Jn – Junction Road Jn	0	00	0	58	8	Y
Anglia	0486	EA1370	JRT2	Junction Road Jn	Route Boundary (LN3210) (Carlton Rd Jn)	Junction Road Jn – Route Boundary (LN3210) (Carlton Rd Jn)	2	42	2	38	8	Y
Anglia	0486	EA1370	TAH1	Junction Road Jn	Harringay Park Jn	Junction Road Jn – Harringay Park Jn	2	42	4	15	8	Y
Anglia	0486	EA1370	HPW	Harringay Park Jn	Route Boundary (LN165) (Harringay Jn)	Harringay Park Jn – Route Boundary (LN165) (Harringay Jn)	0	25	0	14	8	Y
Anglia	0486	EA1370	TAH1	Harringay Park Jn	South Tottenham West Jn	Harringay Park Jn – South Tottenham West Jn	4	15	5	65	8	Y
Anglia	0486	EA1370	TAH1	South Tottenham West Jn	South Tottenham East Jn	South Tottenham West Jn – South Tottenham East Jn	5	65	5	73	8	Y
Anglia	0486	EA1370	TAH2	South Tottenham East Jn	Woodgrange Park Jn	South Tottenham East Jn – Woodgrange Park Jn	5	73	11	79	8	Y
Anglia	0486	EA1370	TAH3	Woodgrange Park Jn	Barking Station Jn	Woodgrange Park Jn – Barking Station Jn	11	79	13	12	8	Y
