Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
London-North-Eastern	1222	LN627	LEN3	High Level Bridge Jn – Newcastle East Jn	101	33	101	59	5	R1	R1	R2 R3	R1	R1	R1	R1 Movement of all freight trains (including Engineering and ‘Departmental’ trains) greater than RA5 over High Level Bridge (LEN3/323) must first be authorised by the Infrastructure Manager’s structures engineer or their on-call representative. Locomotive- hauled passenger services are permitted over High Level Bridge (LEN3/323) during perturbed working only. R2 R2- Perturbed working only (in exceptional circumstances only to move / turn vehicles in event of failure) R3 - Single line working only
London-North-Eastern	1222	LN628	NEK	South Hylton – Sunderland South Jn	3	20	0	00	8	N	N	Y	N	N	N	
London-North-Eastern	1222	LN629	PDL	Pelaw Metro Jn – Network Rail Boundary (Metro Operating)	97	64	98	01	8	N	N	Y	N	N	N	
London-North-Eastern	1222	LN630	PUL	Pelaw Metro Jn – Network Rail Boundary (Metro Operating)	97	64	97	77	8	N	N	Y	N	N	N	
London-North-Eastern	1222	LN631	DSN1	Darlington South Jn – Eaglescliffe South Jn	0	29	8	58	8	H	H	Y	H	H	N	
London-North-Eastern	1222	LN632	DSN2	Stockton Cut Jn – Redcar Change of Mileage	10	13	21	72	8	N	N	Y	N	N	N	
London-North-Eastern	1222	LN632	DSN3	Redcar Change of Mileage – Saltburn	22	16	27	57	8	N	N	Y	N	N	N	
London-North-Eastern	1222	LN634	MBW1	Guisborough Jn – Battersby Jn	0	00	10	54	7	N	N	Y	N	N	N	
London-North-Eastern	1222	LN634	MBW2	Battersby Jn (End of Line) – Grosmont Jn	11	61	29	66	7	N	N	Y	N	N	N	
London-North-Eastern	1222	LN634	MBW3	Grosmont Jn – Whitby	24	44	30	61	7	N	N	Y	N	N	N	
London-North-Eastern	1222	LN636	No ELR	Beam Mill Jn – Network Rail Boundary	18	03	18	67	8	N	N	Y	N	N	N	
London-North-Eastern	1222	LN638	WCI	Shell Jn – Network Rail Boundary	0	00	1	03	8	N	N	Y	N	N	N	
London-North-Eastern	1222	LN642	SSK1	Saltburn West Jn – Network Rail Boundary (Cleveland Potash)	27	05	34	29	8	N	N	Y	N	N	N	
London-North-Eastern	1222	LN644	BOH	Hartburn Jn – Bowesfield SB (Hartburn Curve)	0	00	0	44	8	N	N	Y	N	N	N	
