Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
London-North-Eastern	1226	LN882	WAG1	Wakefield Kirkgate West Jn – Calder Bridge Jn	47	43	48	28	8	H	H	Y	H	H	N	
London-North-Eastern	1226	LN882	WAG1	Calder Bridge Jn – Crofton West Jn	48	28	49	40	8	H	H	Y	H	H	N	
London-North-Eastern	1226	LN882	WAG1	Crofton West Jn – Knottingley West Jn	49	40	58	20	8	H	H	Y	H	H	N	
London-North-Eastern	1226	LN882	WAG1	Knottingley West Jn – Engine Shed Jn	58	20	73	52	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN882	WAG2	Engine Shed Jn – Goole Potters Grange Jn	0	64	0	00	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN884	OAJ	Oakenshaw South Jn – Oakenshaw Jn.	49	41	48	76	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN886	TJC3	Monk Bretton – Oakenshaw South Jn	176	22	181	75	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN886	OSC	Oakenshaw South Jn – Crofton East Jn	181	75	183	04	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN888	CJS	Stainforth Jn – Thorpe Marsh Jn	166	70	163	76	9	N	N	Y	N	N	N	
London-North-Eastern	1226	LN888	HTM	Thorpe Marsh Jn – Haywood Jn	69	56	67	66	9	N	N	Y	N	N	N	
London-North-Eastern	1226	LN888	KWS	Haywood Jn – Knottingley West Jn	67	66	58	20	9	H	H	Y	H	H	N	
London-North-Eastern	1226	LN888	FKW	Knottingley West Jn – Ferrybridge North Jn	2	71	2	27	9	N	N	Y	N	H	N	
London-North-Eastern	1226	LN889	KWS	Shaftholme Jn – Haywood Jn	68	75	67	66	9	N	N	Y	N	H	N	
London-North-Eastern	1226	LN892	PEF	Pontefract East Jn – Ferrybridge South Jn	3	06	2	38	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN894	KES	Knottingley South Jn – Knottingley East Jn	0	00	0	20	9	N	N	Y	N	N	N	
London-North-Eastern	1226	LN896	DRA1	Drax Branch Jn – Drax Power Station (NR Boundary)	0	00	4	16	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN898	HUL4	Neville Hill East Jn – Micklefield Jn	18	25	10	63	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN898	HUL4	Micklefield Jn – Micklefield Change of ELR	10	63	10	60	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN898	HUL3	Micklefield Change of ELR – Gascoigne Wood Jn	10	60	6	27	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN898	HUL3	Gascoigne Wood Jn – Selby West Jn	6	27	0	36	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN898	HUL3	Selby West Jn – Selby South Jn	0	36	0	00	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN898	HUL2	Selby South Jn – Site of Former Barlby Jn	31	12	30	40	8	N	N	Y	N	N	N	
London-North-Eastern	1226	LN898	HUL1	Site of Former Barlby Jn – Anlaby Road Jn	30	40	0	73	8	N	N	Y	N	N	N	
