Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	Loco Gauge	Notes
London-North-Eastern	1276	LN838	LEH2	Site of Former Pannal Jn – Site of Former Crimple Jn	14	60	15	20	8	Y	
London-North-Eastern	1276	LN838	LEH3	Site of former Crimple Jn – Harrogate	15	20	17	24	8	Y	
London-North-Eastern	1276	LN838	HAY2	Harrogate – Site of Former Starbeck North Jn	20	38	18	60	8	R1	R1 Prohibited Harrogate Bay platform 2
London-North-Eastern	1276	LN838	HAY1	Site of Former Starbeck North Jn – Skelton Jn	18	60	1	50	8	R1	R1 Prohibited between Knaresborough and Knaresborough single line Jn on the Up line
London-North-Eastern	1276	LN840	TJC3	Leeds Engine Shed Jn – Whitehall East Jn	195	20	195	52	8	Y	
London-North-Eastern	1276	LN842	CJS	Stainforth Jn – Applehurst Jn	166	70	163	27	8	Y	
London-North-Eastern	1276	LN842	CJS	Applehurst Jn – Skellow Jn	163	27	160	59	8	Y	
London-North-Eastern	1276	LN842	SKA	Skellow Jn – Adwick Jn	0	61	0	00	8	Y	
London-North-Eastern	1276	LN844	JCA	Applehurst Jn – Joan Croft Jn	0	49	0	00	9	Y	
London-North-Eastern	1276	LN846	CJS	Carcroft Jn – Skellow Jn	160	08	160	59	9	Y	
London-North-Eastern	1276	LN848	HPC	Hare Park Jn – Crofton West Jn	171	70	173	22	8	Y	
London-North-Eastern	1276	LN850	WWK	Wakefield Westgate South Jn – Wakefield Kirkgate West Jn	0	00	0	26	9	Y	
London-North-Eastern	1276	LN852	LBE1	Holbeck Jn – Site of Former Laisterdyke East Jn	0	02	6	49	8	R1	R1 Prohibited between New Pudsey and former Laisterdyke East Jn on the Down line
London-North-Eastern	1276	LN852	LBE2	Site of Former Laisterdyke East Jn – Site of Former Laisterdyke West Jn	190	24	190	60	8	Y	
London-North-Eastern	1276	LN852	LBE3	Site of Former Laisterdyke West Jn – Site of Former Hammerton Street Jn	190	60	191	30	8	Y	
London-North-Eastern	1276	LN852	LBE4	Site of Former Hammerton Street Jn – Mill Lane Jn	191	30	191	75	8	R1	R1 Prohibited between former Hammerton St Jn and Mill Lane Jn on the Down line
London-North-Eastern	1276	LN852	MRB	Mill Lane Jn – Bradford Interchange	40	01	40	27	8	Y	
London-North-Eastern	1276	LN854	MVN2	Route Boundary (NW7001) (Hall Royd Jn) – Turners Lane Jn	22	62	48	33	9	R1 R2	R1 Prohibited between Route Boundary (NW7001) (Hall Royd Jn) and Hebden Bridge (Up L & Y) R2 Prohibited through Weasel Hall Tunnel (Up L & Y)
