Route	page	Line of Route	Line of Route / Sector Description	W6	W7	W8	W9	W9Plus	W10	W10A	W12	Notes
London-North-Eastern	1251	LN101	Kings Cross – Copenhagen Jn	Y	N	N	N	N	N	N	N	
London-North-Eastern	1251	LN101	Copenhagen Jn – Holloway South / North Jns	Y *	R1	R1	R1	R1	R1	R1	R1	R1 PROHIBITED on the Fast Lines
