Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	379	380	387	397	508	599	700	Notes
London-North-Eastern	1127	LN105	MEB1	Moorgate – Drayton Park	0	00	2	56	N	N	N	N	N	N	N	
London-North-Eastern	1127	LN105	MEB1	Drayton Park – Finsbury Park Jn	2	56	3	37	N	N	N	N	N	N	N	
London-North-Eastern	1127	LN110	CFP	Route Boundary (EA1320) (Canonbury West Jn) - Finsbury Park Jn	3	20	4	33	E	N	E	N	EH	N	E	
London-North-Eastern	1127	LN115	CRF1	Copenhagen Jn – Route Boundary (EA1320) (North London Incline)	0	00	0	20	N	N	E	N	EH	N	E	
London-North-Eastern	1127	LN120	HDB	Wood Green Jn – Langley Jn via Hertford	5	07	28	15	N	N	R2	N	N	N	R1	R2 Class 387/1 only
London-North-Eastern	1127	LN125	SBR	Cambridge Jn – Route Boundary (EA1230)	32	11	45	60	N	N	R3 R4	N	N	N	R1 R2	R1 See Sectional Appendix Local Instructions R2 ECS only between Letchworth Garden City - Baldock on the Arrival / Departure line R3 Class 387/1 only R4 Prohibited Norton Way North Bridge No.5 Arrival / Departure line with deflated suspension
London-North-Eastern	1127	LN126	DCF	Hitchin North Jn – Hitchin East Jn	32	53	34	05	N	N	R1	N	N	N	Y	R1 Class 387/1 only
London-North-Eastern	1127	LN135	EMP	Route Boundary (EA1560) (Ely West Jn) – Crescent Jn	98	40	100	66	N	N	N	N	N	N	N	
London-North-Eastern	1127	LN145	WDU	Marholm Jn – Glinton Jn	0	00	1	64	N	N	N	N	N	N	N	
London-North-Eastern	1127	LN147	PMJ	Helpston Jn – Route Boundary (LN3615)	16	71	13	60	N	N	N	N	N	N	N	
London-North-Eastern	1127	LN150	SPD5	Flyover East – Decoy North Jn	116	20	117	46	N	N	N	N	N	N	N	
London-North-Eastern	1127	LN155	LCJ	Flyover East Jn – Loversall Jn (Up Loversall Curve)	152	79	152	36	N	N	N	N	N	N	N	
London-North-Eastern	1127	LN160	LCR	Loversall Carr Jn – Rossington Colliery Jn	152	00	152	12	N	N	N	N	N	N	N	
London-North-Eastern	1127	LN160	FWR1	Rossington Colliery Jn – Flyover West Jn	152	12	153	19	N	N	N	N	N	N	N	
London-North-Eastern	1127	LN165	HPW	Route Boundary (EA1370) (Harringay Park Jn) – Harringay Jn	0	14	0	03	N	N	N	N	N	N	E	
London-North-Eastern	1127	LN170	WEB	Werrington Jn – Site of former Spalding South Jn	79	34	92	58	N	N	N	N	N	N	N	
London-North-Eastern	1127	LN170	SPD1	Site of former Spalding South Jn – Sleaford South Jn	44	07	62	14	N	N	N	N	N	N	N	
London-North-Eastern	1127	LN170	SPD2	Sleaford South Jn – Sleaford North Jn	62	14	63	48	N	N	N	N	N	N	N	
