London-North-Eastern	1087	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	313	314	315	317	318	319	321	322	325	333	345	Notes
London-North-Eastern	1087	LN600	ECM3	Temple Hirst Jn	Colton Jn	Temple Hirst Jn – Colton Jn	169	16	182	79	Y	Y	Y	Y	Y	N	Y	Y			
London-North-Eastern	1087	LN600	ECM4	Colton Jn	Colton North Jn	Colton Jn – Colton North Jn	182	79	183	65	Y	Y	Y	Y	Y	N	Y	Y			
London-North-Eastern	1087	LN600	ECM4	Colton North Jn	York Station	Colton North Jn – York Station	183	65	188	40	Y	Y	Y	Y	Y	N	Y	Y			
London-North-Eastern	1087	LN600	ECM5	York Station	Birtley Jn	York Station – Birtley Jn	0	00	75	26	Y	Y	Y	Y	Y	N	Y	Y			
London-North-Eastern	1087	LN600	ECM5	Birtley Jn	Low Fell Jn (including via Tyne Yard)	Birtley Jn – Low Fell Jn (including via Tyne Yard)	75	26	77	37	Y	Y	Y	Y	Y	N	Y	Y			
London-North-Eastern	1087	LN600	ECM5	Low Fell Jn	King Edward Bridge South Jn	Low Fell Jn – King Edward Bridge South Jn	77	37	79	42	Y	Y	Y	Y	Y	N	Y	Y			
London-North-Eastern	1087	LN600	ECM5	King Edward Bridge South Jn	Newcastle West Jn	King Edward Bridge South Jn – Newcastle West Jn	79	42	80	05	Y	Y	Y	Y	Y	N	Y	Y			
London-North-Eastern	1087	LN600	ECM6	Newcastle West Jn	Newcastle	Newcastle West Jn – Newcastle	80	05	80	16	Y	Y	Y	Y	Y	N	Y	Y			
London-North-Eastern	1087	LN600	ECM7	Newcastle	Newcastle East Jn	Newcastle – Newcastle East Jn	0	00	0	14	R1	Y	Y	R1	Y	N	Y	Y	R2	P	
London-North-Eastern	1087	LN600	ECM7	Newcastle East Jn	Heaton South Jn	Newcastle East Jn – Heaton South Jn	0	14	1	65	N	Y	Y	N	Y	N	Y			r	
London-North-Eastern	1087	LN618	HOS	Holgate Jn	Skelton Jn via York Yard South	Holgate Jn – Skelton Jn via York Yard South	0	00	1	54	Y	Y	Y	Y	Y	N	Y	Y			
London-North-Eastern	1087	LN620	KEB	King Edward Bridge East Jn	King Edward Bridge North Jn (East Curve)	King Edward Bridge East Jn – King Edward Bridge North Jn (East Curve)	0	00	0	13	N	N	N	N	N	N	N	N			
London-North-Eastern	1087	LN622	NEN1	Newcastle Forth Jn	Forth Banks	Newcastle Forth Jn – Forth Banks	0	11	0	73	N	N	N	N	N	N	N	N			
London-North-Eastern	1087	LN624	REB4	Northallerton Castle Hills Jn	Network Rail Boundary (Wensleydale Railway)	Northallerton Castle Hills Jn – Network Rail Boundary (Wensleydale Railway)	0	04	0	18	N	N	N	N	N	N	N	N			
London-North-Eastern	1087	LN626	LEN2	Northallerton High Jn	Northallerton East Jn	Northallerton High Jn – Northallerton East Jn	0	00	0	36	N	N	N	N	N	N	N	N			
London-North-Eastern	1087	LN627	LLP1	Longlands Jn (Down Line)	Boroughbridge Road LC	Longlands Jn (Down Line) – Boroughbridge Road LC	28	58	29	72	EH	EH	EH	EH	EH	N	EH	EH			
London-North-Eastern	1087	LN627	LLP3	Longlands Jn (Up Line)	Boroughbridge Road LC	Longlands Jn (Up Line) – Boroughbridge Road LC	0	69	0	00	EH	EH	EH	EH	EH	N	EH	EH			
London-North-Eastern	1087	LN627	LLP2	Boroughbridge Road LC	Northallerton East Jn	Boroughbridge Road LC – Northallerton East Jn	42	21	42	79	EH	EH	EH	EH	EH	N	EH	EH			
London-North-Eastern	1087	LN627	LEN3	Northallerton East Jn	Billingham Jn	Northallerton East Jn – Billingham Jn	42	79	63	69	EH	EH	EH	EH	EH	N	EH	EH			
London-North-Eastern	1087	LN627	LEN3	Billingham Jn	Ryhope Grange Jn	Billingham Jn – Ryhope Grange Jn	63	69	87	63	EH	EH	EH	EH	EH	N	EH	EH			
London-North-Eastern	1087	LN627	LEN3	Ryhope Grange Jn	Sunderland South Jn	Ryhope Grange Jn – Sunderland South Jn	87	63	89	56	EH	EH	EH	EH	EH	N	EH	EH			
London-North-Eastern	1087	LN627	LEN3	Sunderland South Jn	Boldon East Jn	Sunderland South Jn – Boldon East Jn	89	56	94	63	EH	EH	EH	EH	EH	N	EH	EH			
London-North-Eastern	1087	LN627	LEN3	Boldon East Jn	Boldon West Jn	Boldon East Jn – Boldon West Jn	94	63	95	16	EH	EH	EH	EH	EH	N	EH	EH			
London-North-Eastern	1087	LN627	LEN3	Boldon West Jn	Pelaw Metro Jn	Boldon West Jn – Pelaw Metro Jn	95	16	97	64	EH	EH	EH	EH	EH	N	EH	EH			
