London-North-Eastern	1219	Line of Route	Line of Route / Sector Description	Line of Route / Sector Description		Gauge								Notes
London-North-Eastern	1219					W6	W7	W8	W9	W9Plus	W10	W10A	W12	
London-North-Eastern	1219	LN3520	Sheet Stores Jn – Stenson Jn	Sheet Stores Jn	Stenson Jn	Y *	Y	Y	Y	Y	Y	Y	Y	S1 The following combinations are permitted: 2438 h x 2438 w box on FEA KFA wagons Up Line 2590 h x 2438 w box on FEA FSA/FTA KFA wagons Up Line 2590 h x 2500 w box on FEA FSA/FTA KFA wagons Up Line 2615 h x 2500 w S16 FT on KFA wagons Up Line 2615 h x 2550 w S16 FT on KFA wagons Up Line 2625 h x 2500 w ST17 FT on FEA FSA/FTA wagons Up Line 2625 h x 2550 w ST17 FT on FEA FSA/FTA wagons Up Line 2896 h x 2438 w box on FLA wagons Up Line 2896 h x 2500 w box on FAA wagons Up Line STNC NC/G1/2001/ICP-G/M&C002 applies to 31/12/10
London-North-Eastern	1219	LN3525	Knighton Jn – Leicester Jn	Knighton Jn	Leicester Jn	Y	N	N	N	N	N	N	N	
London-North-Eastern	1219	LN3535	Birmingham Curve Jn – Branston Jn	Birmingham Curve Jn	Branston Jn	Y	N	N	N	N	N	N	N	
London-North-Eastern	1219	LN3601	Kettering North Jn – Manton Jn	Kettering North Jn	Manton Jn	Y	Y	N	N	N	N	N	N	
London-North-Eastern	1219	LN3605	Corby BSC Works – Corby North	Corby BSC Works	Corby North	Y	N	N	N	N	N	N	N	
London-North-Eastern	1219	LN3610	Corby Automotive Terminal – Corby North	Corby Automotive Terminal	Corby North	Y	N	N	N	N	N	N	N	
London-North-Eastern	1219	LN3615	Uffington – Syston South Jn	Uffington	Syston South Jn	Y *	Y	R1 R2	R1 R2	R1 R2	R1 R2	N	N	R1 W10 Prohibited: The following combinations are permitted: Up to: 2895 high x 2500 wide box on FIA FKA FSA/FTA IFA IKA KFA FEA wagons R2 PROHIBITED from Melton Mowbray Up Goods Yard.
London-North-Eastern	1219	LN3620	Melton Jn GF – Asfordby	Melton Jn GF	Asfordby	Y	N	N	N	N	N	N	N	
