Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
London-North-Eastern	1250	LN3615	PMJ	Route Boundary (LN147) – Uffington SB	13	60	12	75	9	N	N	Y	N	N	N	
London-North-Eastern	1250	LN3615	PMJ	Uffington SB – Manton Jn	12	75	0	00	8	N	N	Y	N	N	N	
London-North-Eastern	1250	LN3615	GSM2	Manton Jn – Melton Jn	90	25	105	70	8	N	N	Y	N	N	N	
London-North-Eastern	1250	LN3615	GSM3	Melton Jn – Syston South Jn.	113	36	103	77	8	N	N	Y	N	N	N	
London-North-Eastern	1250	LN3620	GSM4	Melton Jn GF – Asfordby	105	70	107	20	8	N	N	Y	N	N	N	
London-North-Eastern	1250	LN3625	TSN1	Nottingham East Jn – Change of ELR (Nottingham East Jn)	123	27	123	23	8	N	N	Y	N	H R1	N	R1 75mph maximum speed
London-North-Eastern	1250	LN3625	NOB1	Change of ELR (Nottingham East Jn) – Route Boundary (LN206) (Coulson)	0	00	16	02	8	N	N	Y	N	H R1	N	R1 75mph maximum speed
London-North-Eastern	1250	LN3635	NOG1	Route Boundary (LN195) (Nottingham Branch Jn) – Rectory Jn SB	111	60	123	76	8	N	N	Y	N	H R1	N	R1 75mph maximum speed
London-North-Eastern	1250	LN3635	NOG1	Rectory Jn SB – Change of ELR (Netherfield)	123	76	125	25	8	N	N	Y	N	H R1	N	R1 75mph maximum speed
London-North-Eastern	1250	LN3635	NOG2	Change of ELR (Netherfield) – Netherfield Jn	2	54	2	35	8	N	N	Y	N	H R1	N	R1 75mph maximum speed
