Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	325	333	345	357	357 MOD	360	365	377	378	387	Notes
London-North-Eastern	1122	LN860	MVN2	Heaton Lodge East Jn – Thornhill LNW Jn	37	47	39	72	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN860	MDL1	Thornhill LNW Jn – Copley Hill East Jn	32	16	42	03	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN861	BBW	Bradley Jn – Bradley Wood Jn	0	00	1	17	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN862	PED2	Barnsley Station Jn – Site of former Barnsley Jn	6	43	0	00	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN862	PED1	Site of former Barnsley Jn – Site of Former Huddersfield Jn	29	13	28	37	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN862	PEH	Site of former Huddersfield Jn – Lockwood	13	42	1	18	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN862	PEH	Lockwood – Springwood Jn	1	18	0	40	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN862	MVL3	Springwood Jn – Huddersfield	0	40	0	00	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN864	DRS1	Dewsbury Railway Street – Change of Mileage	0	10	0	00	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN864	DRS1	Change of Mileage – Dewsbury East Jn	0	27	0	00	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN868	SHB	Wincobank Jn – Site of former Quarry Jn	161	52	173	48	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN868	PED2	Site of former Quarry Jn – Barnsley Station Jn	7	50	6	43	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN868	BAH2	Barnsley Station Jn – Site of former Crigglestone Jn	52	58	45	56	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN868	CHS	Site of former Crigglestone Jn – Horbury Jn	1	53	0	00	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN870	CTL	Wakefield Turners Lane – Calder Bridge Jn	0	50	0	00	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN872	TJC3	Altofts Jn – Hunslet South Jn	185	73	193	40	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN872	TJC3	Hunslet South Jn – Engine Shed Jn	193	40	195	20	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN872	ELN	Engine Shed Jn – Leeds West Jn	195	20	195	53	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN874	MEW2	Methley Jn – Whitwood Jn	1	12	0	01	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN875	CPM2	Castleford West Jn – Cutsyke Jn	0	00	0	61	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN875	CPM1	Cutsyke Jn – Pontefract West Jn	59	02	56	42	H	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN876	BOO	Castleford East Jn – Ledston	6	17	4	43	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1122	LN878	SHG	Sherburn Jn – Gascoigne Wood Jn	13	20	14	30	H	N	N	N	N	N	N	N	N	N	
