Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	379	380	387	397	508	599	700	Notes
London-North-Eastern	1136	LN836	DOL2	Site of former West Riding Jn – Copley Hill West Jn	175	32	184	65	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN836	DOL2	Copley Hill West Jn – Whitehall West Jn	184	65	185	25	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN836	DOL2	Whitehall West Jn – Whitehall East Jn	185	25	185	28	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN836	DOL2	Whitehall East Jn – Leeds	185	28	185	70	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN836	HUL4	Leeds – Neville Hill East Jn	20	50	18	25	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN838	LEH1	Armley Jn – Site of former Pannal Jn	0	12	14	60	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN838	LEH2	Site of former Pannal Jn – Site of Former Crimple Jn	14	60	15	20	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN838	LEH3	Site of former Crimple Jn – Harrogate	15	20	17	24	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN838	HAY2	Harrogate – Site of former Starbeck North Jn	20	38	18	60	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN838	HAY1	Site of former Starbeck North Jn – Skelton Jn	18	60	1	50	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN840	TJC3	Leeds Engine Shed Jn – Whitehall East Jn	195	20	195	52	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN842	CJS	Thorpe Marsh Jn – Applehurst Jn	163	76	163	27	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN842	CJS	Applehurst Jn – Skellow Jn	163	27	160	59	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN842	SKA	Skellow Jn – Adwick Jn	0	61	0	00	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN844	JCA	Applehurst Jn – Joan Croft Jn	0	49	0	00	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN846	CJS	Carcroft Jn – Skellow Jn	160	08	160	59	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN848	HPC	Hare Park Jn – Crofton West Jn	171	70	173	22	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN850	WWK	Wakefield Westgate South Jn – Wakefield Kirkgate West Jn	0	00	0	26	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN852	LBE1	Holbeck Jn – Site of former Laisterdyke East Jn	0	02	6	49	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN852	LBE2	Site of former Laisterdyke East Jn – Site of former Laisterdyke West Jn	190	24	190	60	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN852	LBE3	Site of former Laisterdyke West Jn – Site of former Hammerton Street Jn	190	60	191	30	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN852	LBE4	Site of former Hammerton Street Jn – Mill Lane Jn	191	30	191	75	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN852	MRB	Mill Lane Jn – Bradford Interchange	40	01	40	27	N	N	N	N	N	N	N	
London-North-Eastern	1136	LN854	MVN2	Route Boundary (NW7001) (Hall Royd Jn) – Turners Lane Jn	22	62	48	33	N	N	N	N	N	N	N	
