London-North-Eastern	1254	Line of Route	Line of Route / Sector Description	Line of Route / Sector Description		Gauge								Notes
London-North-Eastern	1254					W6	W7	W8	W9	W9Plus	W10	W10A	W12
London-North-Eastern	1254	LN854	Hall Royd Jn – Turners Lane Jn	Hall Royd Jn	Turners Lane Jn	Y *	Y	Y	N	N	N	N	N
London-North-Eastern	1254	LN854	Turners Lane Jn – Altofts Jn	Turners Lane Jn	Altofts Jn	Y *	Y	Y	Y	N	N	N	N
London-North-Eastern	1254	LN854	Altofts Jn – Sherburn Jn	Altofts Jn	Sherburn Jn	Y *	Y	Y	N	N	N	N	N
London-North-Eastern	1254	LN854	Sherburn Jn – Colton Jn	Sherburn Jn	Colton Jn	Y *	Y	Y	Y	N	N	N	N
London-North-Eastern	1254	LN854	Healey Mills TMD – Horbury Jn	Healey Mills TMD	Horbury Jn	Y *	N	N	N	N	N	N	N
London-North-Eastern	1254	LN858	Milner Royd Jn – Bradford, Mill Lane Jn	Milner Royd Jn	Bradford, Mill Lane Jn	Y *	N	N	N	N	N	N	N
London-North-Eastern	1254	LN859	Greetland Jn – Dryclough Jn	Greetland Jn	Dryclough Jn	Y	N	N	N	N	N	N	N
London-North-Eastern	1254	LN860	LNW/LNE Route Boundary (Diggle) [ 15m 11ch ] – Springwood Jn	LNW/LNE Route Boundary (Diggle) [ 15m 11ch ]	Springwood Jn	Y *	Y	S1	N	N	N	N	N	S1 The following combinations are permitted: 2590 h x 2438 w box 2590 h x 2500 w box on FCA FEA FSA/FTA KFA wagons All lines 2595 h x 2550 w box on IKA wagons All lines 2615 h x 2500 w (S16) FT 2615 h x 2550 w (S16) FT on KFA wagons All lines 2625 h x 2500 w (S17) FT 2625 h x 2550 w (S17) FT on FEA FSA/FTA wagons All lines 2667 h x 2500 w box on FLA wagons All lines 2665 h x 2550 w (S21) 2705 h x 2550 w (S25) on FAA wagons All lines 2896 h x 2438 w box 2896 h x 2500 w box on FLA wagons All lines STNC NC/G1/2001/ICP-G/LNE012 applies to 31/12/10
London-North-Eastern	1254	LN860	Springwood Jn – Thornhill LNW Jn	Springwood Jn	Thornhill LNW Jn	Y *	Y	Y	N	N	N	N	N
