Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	Loco Gauge	Notes
London-North-Eastern	1278	LN678	DAE1	Site of Former Parkgate Jn – Shildon SB	0	00	8	29	8	R1	R1 Prohibited between Heighington and Newton Aycliffe on the Down line
London-North-Eastern	1278	LN678	DAE2	Shildon SB – Bishop Auckland	8	29	11	23	8	R1 R2	R1 Prohibited Shildon platform (Down line) R2 Prohibited Shildon platform (Up line)
London-North-Eastern	1278	LN682	NEC1	King Edward Bridge South Jn – Norwood Jn	0	48	1	71	8	Y	
London-North-Eastern	1278	LN682	NEC1	Norwood Jn – Site of Former Blaydon East Jn	1	71	5	28	8	Y	
London-North-Eastern	1278	LN682	NEC2	Site of Former Blaydon East Jn – Route Boundary (NW9909) (Petteril Bridge Jn)	3	78	58	00	8	R1	R1 Prohibited through Whitchester Tunnel (Down line)
London-North-Eastern	1278	LN684	NLF	Low Fell Jn – Limit of Electrification	0	00	1	26	8	Y	
London-North-Eastern	1278	LN684	NLF	Limit of Electrification – Norwood Jn	1	26	1	42	8	Y	
London-North-Eastern	1278	LN694	BNE	Benton North Jn – Site of Former Earsdon Jn	0	00	2	53	8	Y	
London-North-Eastern	1278	LN694	EJM	Site of Former Earsdon Jn – Morpeth North Jn	7	08	20	47	8	R1	R1 Prohibited Bedlington disused platform (Up line)
London-North-Eastern	1278	LN696	HJM	Hepscott Jn – Morpeth Jn	19	44	20	47	8	Y	
London-North-Eastern	1278	LN700	BWO2	Butterwell Jn – Signal B1	0	00	0	48	8	Y	
London-North-Eastern	1278	LN702	BWC	Bedlington North – Network Rail Boundary (Lynemouth Colliery)	0	00	4	14	8	Y	
London-North-Eastern	1278	LN704	ISC	Newsham North Jn – Network Rail Boundary (Blyth Bates Terminal)	0	00	0	36	0	Y	
London-North-Eastern	1278	LN706	WSB	West Sleekburn Jn – North Blyth	0	00	3	22	8	Y	
London-North-Eastern	1278	LN708	MWJ	Winning Jn – Marchey's House Jn	0	31	0	00	8	Y	
London-North-Eastern	1278	LN736	MAC3	Cleethorpes – Grimsby Docks	112	40	110	11	8	Y	
London-North-Eastern	1278	LN736	MAC3	Grimsby Docks – Marsh West Jn	110	11	107	69	8	Y	
London-North-Eastern	1278	LN736	MAC3	Marsh West Jn – Wrawby Jn	107	69	94	12	8	Y	
London-North-Eastern	1278	LN736	MAC3	Wrawby Jn – West Burton East Jn	94	12	72	18	8	Y	
London-North-Eastern	1278	LN736	MAC3	West Burton East Jn – Thrumpton West Jn (Up)	72	18	63	28	8	R1 R2	R1 Prohibited through Clarborough Tunnel (Down line) R2 Prohibited through Clarborough Tunnel (Up line)
