Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	170	180	185	220	221	Notes
Scotland	1014	SC203	RSW	Welsh's Bridge Jn – Rose Street Jn	117	56	118	03	E	N	N	N	N	
Scotland	1014	SC203	WCK	Inverness platforms 5-7 – Rose Street Jn	0	02	0	18	E R1	N	N	N	N	R1 Prohibited Inverness platforms 6 and 7
Scotland	1014	SC203	WCK	Rose Street Jn – Invergordon	0	18	31	37	N	N	N	N	N	
Scotland	1014	SC203	WCK	Invergordon – Georgemas Jn	31	37	147	20	N	N	N	N	N	
Scotland	1014	SC203	WCK	Georgemas Jn – Wick	147	20	161	35	N	N	N	N	N	
Scotland	1014	SC205	KYL	Dingwall – Kyle of Lochalsh	0	19	63	64	N	N	N	N	N	
Scotland	1014	SC207	TSO	Georgemas Jn – Thurso	0	00	6	50	N	N	N	N	N	
