Scotland	0983	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	142	143	144	150	153	156	158	Notes
Scotland	0983	SC203	WCK	Georgemas Jn	Wick	Georgemas Jn – Wick	147	20	161	35	N	N	N	Y	Y	Y	Y	
Scotland	0983	SC205	KYL	Dingwall	Kyle of Lochalsh	Dingwall – Kyle of Lochalsh	0	19	63	64	N	N	N	Y	Y	Y	R1 R2 R3	R1 25mph Lochluichart platform R2 15mph Stromeferry platform R3 25mph Duncraig platform
Scotland	0983	SC207	TSO	Georgemas Jn	Thurso	Georgemas Jn – Thurso	0	00	6	50	N	N	N	Y	Y	Y	Y	
