Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Scotland	1133	SC203	WCK	Georgemas Jn – Wick	147	20	161	35	3	N	N	N	N	N	N	
Scotland	1133	SC205	KYL	Dingwall – Kyle of Lochalsh	0	19	63	64	5	N	N	N	N	N	N	
Scotland	1133	SC207	TSO	Georgemas Jn – Thurso	0	00	6	50	5	N	N	N	N	N	N	
