Scotland	1236	Line of Route	Line of Route / Sector Description	Line of Route / Sector Description		Gauge								Notes
Scotland	1236					W6	W7	W8	W9	W9Plus	W10	W10A	W12	
Scotland	1236	SC119	Greenhill Lower Jn – Carmuirs West Jn	Greenhill Lower Jn	Carmuirs West Jn	Y	Y	Y	Y	N	N	N	N	
Scotland	1236	SC119	Carmuirs West Jn – Stirling Middle Jn	Carmuirs West Jn	Stirling Middle Jn	Y	Y	Y	N	N	N	N	N	
Scotland	1236	SC119	Stirling Middle Jn – Perth South Jn	Stirling Middle Jn	Perth South Jn	Y *	Y	S1	N	N	N	N	N	S1 The following combinations are permitted: Up to: 2590 high x 2500 wide box on FCA All Lines 2590 high x 2550 wide box on FKA IKA wagons All Lines Safeway refrigerated box on IKA FKA IFA FIA wagon 2896 high x 2500 wide box on FKA wagons Up Line 2675 high x 2550 wide box on FCA wagons Up Line 2896 high x 2600 wide box on IKA wagons Up line 30 mph at Br.66 [140m 09ch]
Scotland	1236	SC119	Perth South Jn – Dundee Central Jn	Perth South Jn	Dundee Central Jn	Y *	Y	Y	N	N	N	N	N	
Scotland	1236	SC123	Bathgate – Airdrie	Bathgate	Airdrie	Y	Y	Y	Y	N	Y	N	N	
Scotland	1236	SC123	Airdrie – Sunnyside Jn	Airdrie	Sunnyside Jn	Y	Y	N	N	N	N	N	N	
Scotland	1236	SC123	Sunnyside Jn – High Street Jn	Sunnyside Jn	High Street Jn	Y *	Y	Y	N	N	N	N	N	
Scotland	1236	SC123	High Street Jn – Knightswood North Jn	High Street Jn	Knightswood North Jn	Y *	Y	N	N	N	N	N	N	
Scotland	1236	SC123	Knightswood North Jn – Craigendoran Jn	Knightswood North Jn	Craigendoran Jn	Y *	Y	Y	N	N	N	N	N	
Scotland	1236	SC123	Craigendoran Jn – Helensburgh Central	Craigendoran Jn	Helensburgh Central	Y *	N	N	N	N	N	N	N	
Scotland	1236	SC125	Hyndland East Jn – Dalmuir (via Yoker)	Hyndland East Jn	Dalmuir (via Yoker)	Y *	Y	N	N	N	N	N	N	
Scotland	1236	SC127	Sunnyside Jn – Gunnie Yard Goods Line) (OOU)	Sunnyside Jn	Gunnie Yard Goods Line) (OOU)	–	–	–	–	–	–	–	–	Line Out of Use
Scotland	1236	SC129	Springburn – Bellgrove Jn	Springburn	Bellgrove Jn	Y	Y	Y	N	N	N	N	N	
Scotland	1236	SC129	Sighthill East Jn – Glasgow Works (Springburn) (Railcare Ltd)	Sighthill East Jn	Glasgow Works (Springburn) (Railcare Ltd)	Y *	N	N	N	N	N	N	N	
Scotland	1236	SC131	High Street Jn – Shields Jn	High Street Jn	Shields Jn	Y *	Y	Y	N	N	N	N	N	
Scotland	1236	SC133	Westerton Jn – Milngavie	Westerton Jn	Milngavie	Y *	Y	N	N	N	N	N	N	
