Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	334	350	380	385	390	397	Notes
Scotland	1038	SC107	EGM2	Haymarket – Haymarket East Jn (South Lines)	46	02	45	72	Y	Y	Y	N	Y	Y	
Scotland	1038	SC107	ECN2	Haymarket – Haymarket East Jn (North Lines)	1	19	1	29	Y	N	Y	R2	N	R1	R1 Prohibited Haymarket platform 2 R2 Up to 12 cars
Scotland	1038	SC107	EGM2	Haymarket East Jn – Haymarket Central Jn (South Lines)	45	72	45	35	Y	N	Y	R1	N	Y	R1 Up to 12 cars
Scotland	1038	SC107	ECN2	Haymarket East Jn – Haymarket Central Jn (North Lines)	1	29	1	66	Y	N	Y	R1	N	Y	R1 Up to 12 cars
Scotland	1038	SC107	EGM2	Haymarket Central Jn – Haymarket West Jn (South Lines)	45	35	44	73	Y	N	Y	R1	N	Y	R1 Up to 12 cars
Scotland	1038	SC107	ECN2	Haymarket Central Jn – Haymarket West Jn (North Lines)	1	66	2	41	Y	N	Y	N	N	N	
Scotland	1038	SC107	EGM1	Haymarket West Jn – Cowlairs West Jn	44	73	1	67	R1	N	Y	R4	N	R2 R3	R2 Prohibited between Newbridge Jn and Cowlairs West Jn R3 Prohibited between Polmont Jn and Cowlairs West Jn R4 Limited to 80mph R5 Up to 12 cars
