Scotland	1092	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Scotland	1092	SC133	MGE	Westerton Jn	Milngavie	Westerton Jn – Milngavie	6	19	9	35	5	N	N	N	N	N	N	
Scotland	1092	SC135	BCH	Dalreoch Jn	Balloch	Dalreoch Jn – Balloch	16	39	20	38	6	N	N	N	N	N	N	
Scotland	1092	SC136	HYD	Hyndland North Jn	Hyndland West Jn	Hyndland North Jn – Hyndland West Jn	0	00	0	16	8	N	N	Y	N	N	N	
Scotland	1092	SC141	WHL	Craigendoran Jn	Crianlarich Jn	Craigendoran Jn – Crianlarich Jn	0	01	36	30	5	N	N	R1 R2 R3 R4 R5	N	N	N	R1 Operation limited to infrequent specialised freight services & Charter train operation. Freight services will need to be agreed by the Structures RAM on a case by case basis R2 Bridge 26 (9m 52ch) 10mph R3 Bridge 30 (11m 38ch) 20mph R4 Bridge 97 (30m 50ch) 20mph Bridge 108 (33m 14ch) 20mph
Scotland	1092						36	30	99	37	5	N	N	R1 R2 R3 R4 R5 R6 R7 R8 R9 R10 R11 R12 R13 R14	N	N	N	R1 Operation limited to infrequent specialised freight services & Charter train operation. Freight services will need to be agreed by the Structures RAM on a case by case basis R2 Bridge 116 (36m 39ch) 40mph R3 Bridge 117 (36m 44ch) 20mph R4 Bridge 131 (39m 65ch) 30mph R5 Bridge 149 (45m 03ch) 20mph R6 Bridge 151 (45m 43ch) 20mph R7 Bridge 197 (61m 39ch) 20mph R8 Bridge 201 (63m 50ch) 20mph R9 Bridge 203 (64m 64ch) 30mph R10 Bridge 259 (76m 29ch) 20mph R11 Double Heading prohibited except for providing assistance and then at only 10mph over the above structures R12 Between Horseshoe viaduct (46mch) and Rannoch (64m 54ch 40mph R13 Between Rannoch (65m 56ch) and Fersit Tunnel (74m 39ch) 40mph Between Tulloch (82m 39ch) and Fort William (99mch) 40mph
