Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	Loco Gauge	Notes
Scotland	1152	SC065	GOU2	Bishopton – Gourock	112	60	126	58	5	R1 R2 R3	R1 Prohibited between Greenock West and Fort Matilda on the Down line R2 Prohibited between Fort Matilda and Gourock on the Up line R3 Prohibited Gourock platform 3 (Down line)
Scotland	1152	SC067	WYS	Wemyss Bay Jn – Wemyss Bay	0	00	10	03	5	Y	
Scotland	1152	SC073	LGS1	Kilwinning Jn – Change of ELR	25	65	30	44	10	Y	
Scotland	1152	SC073	LGS2	Change of ELR – Fairlie High Siding	30	44	38	69	10	Y	
Scotland	1152	SC073	LGS2	Fairlie High Siding – Largs	38	69	42	07	5	Y	
Scotland	1152	SC077	ARH	Ardrossan South Beach – Adrossan Harbour	30	44	31	35	10	Y	
Scotland	1152	SC079	HUN	Hunterston – Hunterston Low Level Sdgs (Goods Line)	0	00	0	36	10	Y	
Scotland	1152	SC081	BYL	Byrehill Jn – Dubbs Jn	0	60	0	00	10	Y	
Scotland	1152	SC085	AYH1	Ayr Harbour – Newton Jn (Goods Line)	0	17	0	00	10	Y	
Scotland	1152	SC087	ANN	Newton Jn – Mauchline (Goods Line)	39	42	50	16	10	Y	
Scotland	1152	SC089	KCH1	Annbank – Change of ELR	43	52	48	73	10	Y	
Scotland	1152	SC089	KCH2	Change of ELR – Killoch Colliery (Goods line)	0	00	3	43	10	Y	
Scotland	1152	SC091	WAT	Dalrymple Jn – Chalmerston (Goods line)	43	53	52	70	8	Y	
Scotland	1152	SC093	SCM1	Motherwell – Mossend South	89	51	91	08	10	Y	
Scotland	1152	SC093	SCM2	Mossend South – Whifflet North Jn	91	08	94	05	10	Y	
Scotland	1152	SC093	SCM3	Whifflet North Jn – Gartsherrie South Jn (Limit of OLE)	94	05	95	64	10	Y	
Scotland	1152	SC093	SCM3	Gartsherrie South Jn (Limit of OLE) – Greenhill Lower Jn	95	64	106	63	10	Y	
Scotland	1152	SC097	SYE	Whifflet South Jn – Sunnyside Jn (Goods Line)	9	63	8	43	10	Y	
Scotland	1152	SC099	RSL2	Whifflet North Jn – Change of ELR	0	00	0	34	10	Y	
Scotland	1152	SC099	RSL1	Change of ELR – Langloan Jn	6	59	6	34	10	Y	
Scotland	1152	SC099	RCB	Langloan Jn – Rutherglen East Jn	6	34	0	04	10	Y	
Scotland	1152	SC101	RCB	Coatbridge Jn – Langloan Jn	7	03	6	34	10	Y	
Scotland	1152	SC103	CBD1	Garnqueen North Jn – Gartcosh Jn	1	33	0	00	10	Y	
Scotland	1152	SC103	CBD2	Gartcosh Jn – Change of ELR	97	09	103	41	10	Y	
Scotland	1152	SC103	SGN	Change of ELR – Cowlairs West Jn	0	61	- 0	20	10	R1	R1 Prohibited from Springburn Down Bay platform 3
