Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	334	350	380	385	390	397	Notes
Scotland	1031	SC001	WCM1	Route Boundary (NW4001) (Gretna Jn) – Lockerbie	12	30	25	66	N	Y	EH	R2	T R1	Y	R1 Tilt permitted Up and Down Fast lines only R2 Up to 8 cars
Scotland	1031	SC001	WCM1	Lockerbie – Law Jn	25	66	84	08	R1	Y	R2	R4	T R3	Y	R2 Prohibited between Lockerbie and Carstairs South Jn R3 ECS only between Lockerbie and Carstairs South Jn R4 Tilt permitted Up and Down Fast lines only R5 Up to 8 cars
Scotland	1031	SC001	WCM2	Law Jn – Junction with Coatbridge lines (Lesmahagow Jn)	84	08	89	51	Y	Y	Y	R2	T R1	Y	R1 Tilt permitted Up and Down Fast lines only R2 Up to 10 cars
Scotland	1031	SC001	WCM2	Junction with Coatbridge lines (Lesmahagow Jn) – Newton East Jn	89	51	95	14	Y	Y	Y	R2	T R1	Y	R1 Tilt permitted Up and Down Fast lines only R2 Up to 10 cars
Scotland	1031	SC001	WCM2	Newton East Jn – Newton Hamilton Jn (SC0023) via South Connecting Line	95	14	95	47	Y	Y	Y	R1	Y	Y	R1 Up to 10 cars
Scotland	1031	SC001	WCM2	Newton Kirkhill Jn (SC0023) – Newton West Jn via North Connecting Line	95	77	96	34	Y	Y	Y	R1	Y	Y	R1 Up to 10 cars
Scotland	1031	SC001	WCM2	Newton East Jn – Newton West Jn	95	14	96	34	Y	Y	Y	R2	T R1	Y	R1 Tilt permitted Up and Down Fast lines only R2 Up to 10 cars
