Scotland	1072	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	RA	60	66	67	68	70	73	97/3	Notes
Scotland	1072	SC123	NEM3	Finnieston East Jn	Finnieston West Jn (Up Line)	Finnieston East Jn – Finnieston West Jn (Up Line)	2	19	2	53	5 R1	N	R2	R2 R3	N	N	N	R2	R1 RA Change STNC NC/GI/2010/ICP-RA/SC008 applies until 30/09/2014 R2 10mph over bridge 240/128 (2m 24ch) R3 Sleeper Services only subject to 20mph maximum speed
Scotland	1072	SC123	NEM3	Finnieston West Jn	Hyndland North Jn	Finnieston West Jn – Hyndland North Jn	2	53	4	28	7	N	Y	Y	Y	Y	Y	Y
Scotland	1072	SC123	NEM3	Hyndland North Jn	Change of ELR	Hyndland North Jn – Change of ELR	4	28	4	63	10	Y	Y	Y	Y	Y	Y	Y
Scotland	1072	SC123	NEM4	Change of ELR	Knightswood North Jn	Change of ELR – Knightswood North Jn	0	00	0	74	10	Y	Y	Y	Y	Y	Y	Y
Scotland	1072	SC123	NEM5	Knightswood North Jn	Change of ELR (Between Bowling and Dumbarton East)	Knightswood North Jn – Change of ELR (Between Bowling and Dumbarton East)	5	67	13	40	10	Y	Y	Y	Y	Y	Y	Y
Scotland	1072	SC123	NEM6	Change of ELR (Between Bowling and Dumbarton East)	Change of ELR (Dumbarton East)	Change of ELR (Between Bowling and Dumbarton East) – Change of ELR (Dumbarton East)	113	46	116	00	5 R1	Y	Y	R2	Y	N	Y	Y	R1 RA Change STNC NC/G1/2010/ICP-RA/SC009 applies until 30/09/2014 R2 Sleeper services only
Scotland	1072	SC123	NEM7	Change of ELR (Dumbarton East)	Craigendoran Jn	Change of ELR (Dumbarton East) – Craigendoran Jn	15	51	22	76	5 R1	Y	Y	R2	Y	N	Y	Y	R1 RA Change STNC NC/G1/2010/ICP-RA/SC009 applies until 30/09/2014 R2 Sleeper services only
Scotland	1072	SC123	NEM7	Craigendoran Jn	Helensburgh Central	Craigendoran Jn – Helensburgh Central	22	76	24	31	5 R1	Y	Y	N	N	N	Y	Y	R1 RA Change STNC NC/G1/2010/ICP-RA/SC009 applies until 30/09/2014
Scotland	1072	SC125	YKR	Hyndland East Jn	Hyndland West Jn	Hyndland East Jn – Hyndland West Jn	0	00	0	22	7 R1	N	Y	R2	Y	Y	Y	Y	R1 RA Change STNC NC/GI/2010/ICP-RA/SC008 applies until 30/09/2014. R2 Sleeper Services only
Scotland	1072	SC125	YKR	Hyndland West Jn	Dalmuir Park Jn	Hyndland West Jn – Dalmuir Park Jn	0	22	4	73	8 R1	N	Y	R2	Y	Y	Y	Y	R1 RA Change STNC NC/GI/2010/ICP-RA/SC008 applies until 30/09/2014. R2 Sleeper services only
Scotland	1072	SC129	SGN	Springburn	Bellgrove Jn	Springburn – Bellgrove Jn	0	42	2	58	10	Y	Y	Y	Y	Y	Y	Y
Scotland	1072	SC131	HST	High Street Jn	Connection to Smithy Lye Through Line	High Street Jn – Connection to Smithy Lye Through Line	0	04	2	00	8	Y	Y	Y	Y	Y	Y	Y
