Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	334	350	380	385	390	397	Notes
Scotland	1046	SC203	WCK	Invergordon – Georgemas Jn	31	37	147	20	N	N	N	N	N	N	
Scotland	1046	SC203	WCK	Georgemas Jn – Wick	147	20	161	35	N	N	N	N	N	N	
Scotland	1046	SC205	KYL	Dingwall – Kyle of Lochalsh	0	19	63	64	N	N	N	N	N	N	
Scotland	1046	SC207	TSO	Georgemas Jn – Thurso	0	00	6	50	N	N	N	N	N	N	
