Scotland	1095	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Scotland	1095	SC147	ECN2	Haymarket Central Jn	Haymarket West Jn (North Lines)	Haymarket Central Jn – Haymarket West Jn (North Lines)	1	66	2	41	10	N	N	Y	N	N	Y
Scotland	1095	SC149	NBK	North Berwick	Drem Jn	North Berwick – Drem Jn	22	22	18	15	5	N	N	N	Y	N	N
Scotland	1095	SC151	LHS1	Portobello	Leith South Yard (Goods Line)	Portobello – Leith South Yard (Goods Line)	0	00	2	20	10	N	N	Y	N	N	N
Scotland	1095	SC153	CPH	Craigentinny	Powderhall (Goods Line)	Craigentinny – Powderhall (Goods Line)	0	00	1	78	10	N	N	Y	N	N	N
Scotland	1095	SC155	MHL1	Monktonhall Jn	Change of ELR	Monktonhall Jn – Change of ELR	0	11	5	60	10	Y	Y	Y	Y	Y	Y
Scotland	1095	SC155	MHL2	Change of ELR	Millerhill East Jn	Change of ELR – Millerhill East Jn	1	40	0	28	10	Y	Y	Y	Y	Y	Y
Scotland	1095	SC155	MHL3	Millerhill East Jn	Millerhill Yard (Goods Line)	Millerhill East Jn – Millerhill Yard (Goods Line)	0	00	0	19	10	Y	Y	Y	Y	Y	Y
Scotland	1095	SC157	MLE	Millerhill South Jn	Millerhill East Jn (Goods Line)	Millerhill South Jn – Millerhill East Jn (Goods Line)	0	09	0	28	10	N	N	Y	N	N	N
Scotland	1095	SC159	NDE2	Millerhill West Jn	Millerhill South Jn / Millerhill Yard	Millerhill West Jn – Millerhill South Jn / Millerhill Yard	6	52	5	72	10	N	N	Y	N	N	N
Scotland	1095	SC161	NDE1	Millerhill Yard	Junction with Niddrie West Line	Millerhill Yard – Junction with Niddrie West Line	5	52	3	36	10	Y	Y	Y	Y	Y	Y
Scotland	1095	SC161	SUB1	Junction with Niddrie West Line	Portobello	Junction with Niddrie West Line – Portobello	3	36	3	30	10	Y	Y	Y	Y	Y	Y
Scotland	1095	SC161	MHL4	Newcraighall East Jn	Network Rail / Abellio Scotrail Boundary	Newcraighall East Jn – Network Rail / Abellio Scotrail Boundary	00	00	00	08	N	N	N	N	N	N	N
Scotland	1095	SC163	SUB1	Portobello	Change of ELR	Portobello – Change of ELR	3	30	4	00	10	N	N	Y	N	N	N
Scotland	1095	SC163	SUB2	Change of ELR	Niddrie West	Change of ELR – Niddrie West	6	69	6	30	10	N	N	Y	N	N	N
Scotland	1095	SC164	NNS	Newcraighall North Jn	Newcraighall South Jn	Newcraighall North Jn – Newcraighall South Jn	4	63	5	02	3	N	N	N	N	N	N
Scotland	1095	SC164	SBO	Newcraighall South Jn	Tweedbank	Newcraighall South Jn – Tweedbank	5	02	35	34	3	N	N	N	N	N	N
Scotland	1095	SC165	MHY	Niddrie South Jn	Niddrie West Jn	Niddrie South Jn – Niddrie West Jn	7	06	6	30	10	N	N	Y	N	N	N
Scotland	1095	SC165	SUB2	Niddrie West Jn	Gorgie Jn	Niddrie West Jn – Gorgie Jn	6	30	0	45	10	N	N	Y	N	N	N
Scotland	1095	SC165	GGE	Gorgie Jn	Haymarket West Jn	Gorgie Jn – Haymarket West Jn	0	00	0	41	10	N	N	Y	N	N	N
Scotland	1095	SC167	CKT	Craiglockhart Jn	Slateford Jn	Craiglockhart Jn – Slateford Jn	0	00	0	48	10	N	N	Y	N	N	N
Scotland	1095	SC169	SUB2	Gorgie Jn	Haymarket Central Jn	Gorgie Jn – Haymarket Central Jn	0	45	0	11	10	N	N	Y	N	N	N
Scotland	1095	SC171	ECM9	Waverley East End	Edinburgh Waverley	Waverley East End – Edinburgh Waverley	0	21	0	00	10	Y	Y	Y	Y	Y	Y
Scotland	1095	SC171	EGM4	Edinburgh Waverley	Waverley West End (South Lines)	Edinburgh Waverley – Waverley West End (South Lines)	0	00	0	15	10	Y	Y	Y	Y	Y	Y
Scotland	1095	SC171	ECN1	Edinburgh Waverley	Waverley West End (North Lines)	Edinburgh Waverley – Waverley West End (North Lines)	0	00	0	15	10	Y	Y	Y	Y	Y	Y
Scotland	1095	SC171	EGM3	Waverley West End	Haymarket (South Lines)	Waverley West End – Haymarket (South Lines)	0	15	1	19	10	Y	Y	Y	Y	Y	Y
Scotland	1095	SC171	ECN2	Waverley West End	Haymarket (North Lines)	Waverley West End – Haymarket (North Lines)	0	15	1	19	10	Y	Y	Y	Y	Y	Y
