Scotland	1084	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Scotland	1084	SC197	WRO	Kittybrewster	Waterloo Goods (Goods Line)	Kittybrewster – Waterloo Goods (Goods Line)	1	62	0	03	8	N	N	Y	N	N	N	
Scotland	1084	SC199	DFN	Keith Jn	End of Line	Keith Jn – End of Line	53	06	53	36	10	N	N	Y	N	N	N	
Scotland	1084	SC203	RSW	Welsh's Bridge Jn	Rose Street Jn	Welsh's Bridge Jn – Rose Street Jn	117	56	118	03	10	N	N	Y	N	N	N	
Scotland	1084	SC203	WCK	Inverness platforms 5-7	Rose Street Jn	Inverness platforms 5-7 – Rose Street Jn	0	02	0	18	5 R1	N	N	N	N	N	N	R1 RA Change STNC NC/G1/2010/ICP-RA/SC011 applies until 30/09/2014
Scotland	1084	SC203	WCK	Rose Street Jn	Invergordon	Rose Street Jn – Invergordon	0	18	31	37	5 R1	N	N	N	N	N	N	R1 RA Change STNC NC/G1/2010/ICP-RA/SC011 applies until 30/09/2014
