Scotland	1210	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	 M	 Ch	 M	 Ch	RA	60	66	67	68	70	73	97/3	Notes
Scotland	1210	SC171	ECN2	Haymarket West Jn	Dundee Central Jn	Haymarket West Jn – Dundee Central Jn	2	41	58	69	8 R1	Y	R7	R2 R3 R4 R5 R6	Y	Y	Y R7	Y	R1 RA Change STNC NC/G1/2008/SCOT0337 applies until 29/08/2013 R2 60mph over bridge 8 (Balgreen Road near Haymarket West) (44m 59ch) R3 60mph over bridge 22 (Almond Viaduct near Turnhouse) (7m 23ch) R4 60mph over bridge 131 (Nabs Occupation Road near Kings Kettle, Ladybank) (38m 22ch) R5 15mph over Tay Bridge (57m 60ch) R6 Double-heading prohibited over the Tay Bridge (57m 60ch). If the locomotive fails, the assisting train must be a single-headed and assist from the rear if possible. If a light locomotive fails, or assistance has to be provided from the front, then a reach wagon(s) of at least 60 feet must be provided between the assisting locomotive and the failed locomotive R7 Double-heading permitted over the Tay Bridge (57m 60ch) (or combination of Classes 66/73) running light or hauling passenger coaching stock. If the locomotive fails, the assisting train must be a single- headed and assist from the rear if possible. If a light locomotive fails, or assistance has to be provided from thefront, then a reach wagon(s) of at least 60 feet must be provided between the assisting locomotive and the failed locomotive
Scotland	1210	SC171	ECN2	Dundee Central Jn	Dundee	Dundee Central Jn – Dundee	58	69	59	14	8 R1	Y	Y	Y	Y	Y	Y	Y	R1 RA Change STNC NC/G1/2008/SCOT0337 applies until 29/08/2013
Scotland	1210	SC173	CWH1	Inverkeithing Central Jn	Change of ELR (Cowdenbeath)	Inverkeithing Central Jn – Change of ELR (Cowdenbeath)	13	21	22	76	8 R1	Y	Y	Y	Y	Y	Y	Y	R1 RA Change STNC NC/G1/2008/SCOT0337 applies until 29/08/2013
Scotland	1210	SC173	CWH2	Change of ELR (Cowdenbeath)	Change of ELR (Lochgelly)	Change of ELR (Cowdenbeath) – Change of ELR (Lochgelly)	0	00	0	70	8 R1	Y	Y	Y	Y	Y	Y	Y	R1 RA Change STNC NC/G1/2008/SCOT0337 applies until 29/08/2013
Scotland	1210	SC173	CWH3	Change of ELR (Lochgelly)	Thornton West Jn	Change of ELR (Lochgelly) – Thornton West Jn	27	00	34	62	8 R1	Y	Y	Y	Y	Y	Y	Y	R1 RA Change STNC NC/G1/2008/SCOT0337 applies until 29/08/2013
Scotland	1210	SC173	TNW	Thornton West Jn	Thornton North Jn	Thornton West Jn – Thornton North Jn	0	70	0	00	8 R1	Y	Y	Y	Y	Y	Y	Y	R1 RA Change STNC NC/G1/2008/SCOT0337 applies until 29/08/2013
Scotland	1210	SC175	RHD2	Rosyth Dockyard	Change of ELR	Rosyth Dockyard – Change of ELR	1	21	1	00	8	Y	Y	Y	Y	Y	Y	Y	
Scotland	1210	SC175	RHD1	Change of ELR	Inverkeithing South Jn (Goods Line)	Change of ELR – Inverkeithing South Jn (Goods Line)	1	00	0	02	8	Y	Y	Y	Y	Y	Y	Y	
