Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	313	315	317	319	321	322	323	325	350	360	Notes
London-North-Western-South	0576	MD105	HNR	Hanslope Jn (MD101) – Northampton South Jn	56	66	65	55	N	N	Y	Y	Y	Y	Y	Y	Y	E R1 R2	R1 Class 360/1 only Class 360/2 dead-hauled only
London-North-Western-South	0576	MD105	HNR	Northampton South Jn – Northampton North Jn	65	55	66	12	N	N	Y	Y	Y	Y	Y	Y	Y	E R1 R2	R1 Class 360/1 only Class 360/2 dead-hauled only
London-North-Western-South	0576	MD105	HNR	Northampton North Jn – Rugby South Jn	66	12	83	54	N	N	Y	Y	Y	Y	Y	Y	Y	EH R1	R1 Prohibited between Mill Lane Jn and Rugby South Jn
