London-North-Western-South	0628	MD740	Flyover Junction (Summit) – Fenny Stratford Bletchley Flyover Junction	Flyover Junction (Summit)	Fenny Stratford Bletchley Flyover Junction	Y	Y	Y	N	N	N	N	N	
London-North-Western-South	0628	MD745	Bicester South Jn – Gavray Jn	Bicester South Jn	Gavray Jn	Y	Y	Y	Y	N	Y	N	Y	
London-North-Western-South	0628	MD801	Wolverhampton North Junction – Donnington Junction	Wolverhampton North Junction	Donnington Junction	Y *	N	N	N	N	N	N	N	
London-North-Western-South	0628	MD801	Donnington Junction – Abbey Foregate (Exclusive) [170m 46ch]	Donnington Junction	Abbey Foregate (Exclusive) [170m 46ch]	Y *	Y	R1	N	N	N	N	N	R1	The following combinations are permitted, up to: 2591(h) x 2500(w) on FCA/FYA, KFA wagons 2595(h) x 2500(w) on FKA,IKA wagons 15mph UP Line Bridge WSJ2-405[ 161m 15ch]
London-North-Western-South	0628	MD801	Donnington Junction – Donnington (T&WDC boundary)	Donnington Junction	Donnington (T&WDC boundary)	Y	Y	Y	N	N	N	N	N	
London-North-Western-South	0628	MD805	Bushbury (Oxley) Junction – Stafford Road Junction	Bushbury (Oxley) Junction	Stafford Road Junction	Y	N	N	N	N	N	N	N	
London-North-Western-South	0628	MD810	Madeley Junction – Ironbridge e-on Power Station	Madeley Junction	Ironbridge e-on Power Station	Y	N	N	N	N	N	N	N	
London-North-Western-South	0628	MD900	Abbotswood Jn – Stoke Works Jn via Worcester Shrub Hill	Abbotswood Jn	Stoke Works Jn via Worcester Shrub Hill	Y	Y	Y	N	N	N	N	N	
London-North-Western-South	0628	MD910	Pershore (excl) – Norton Jn	Pershore (excl)	Norton Jn	Y *	N	N	N	N	N	N	N	
London-North-Western-South	0628	MD940	Worcester Shrub Hill – Shelwick Jn	Worcester Shrub Hill	Shelwick Jn	S1 *	N	N	N	N	N	N	N	S1	Freight vehicles conforming to the W6a profile are permitted, EXCEPT IFA-S IFA-U wagons
London-North-Western-South	0628	MD950	Worcester Tunnel Jn – Henwick	Worcester Tunnel Jn	Henwick	Y	N	N	N	N	N	N	N	
