Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	165	166 RHM	168	170	171	172	175	180	195	196	220	221	Notes
London-North-Western-South	0571	MD801	WSJ2	Madeley Jn – Route Boundary (GW731) (Abbey Foregate)	156	19	170	46	N	N	Y	Y	N	N	Y	N	N	Y	N	R1 R2	R1 3mph Oakengates Up platform with deflated suspension R2 3mph Wellington Down Loop platform with deflated suspension
London-North-Western-South	0571	MD805	OXC	Bushbury (Oxley) Jn – Stafford Road Jn	1	02	0	00	N	N	N	Y	N	N	Y	N	EH	Y	Y	Y	
London-North-Western-South	0571	MD810	MJI1	Madeley Junction – Site of Former Lightmoor Jn	156	19	160	29	N	N	N	N	N	N	N	N	N	N	N	N	
London-North-Western-South	0571	MD810	MJI2	Site of Former Lightmoor Jn – Ironbridge Power Station (NR Boundary)	156	19	160	29	N	N	N	N	N	N	N	N	N	N	N	N	
