Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	RA	58	59	60	66	67	68	70	73	97/3	Notes
London-North-Western-South	0636	MD900	ABW	Abbotswood Jn – Norton Jn	0	00	0	62	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0636	MD900	OWW	Norton Jn – Shrub Hill Jn	117	26	120	46	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0636	MD900	OWW	Shrub Hill Jn – Droitwich Spa Jn	120	46	126	21	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0636	MD900	STO	Droitwich Spa Jn – Stoke Works Jn	126	21	130	25	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0636	MD910	OWW	Pershore (excl) – Norton Jn	112	00	117	26	7	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0636	MD940	WAH	Shrub Hill Jn – Henwick SB (Branch Single)	120	46	121	65	7	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0636	MD940	WAH	Henwick SB – Shelwick Jn	121	65	148	11	7	Y	Y	Y	Y	R1	Y	R2	Y	Y	R1 5mph Comer Road overbridge (122m 00ch) R2 Prohibited Down Main Line between Worcester Foregate Street and Malvern Link
London-North-Western-South	0636	MD950	BLW	Worcester Tunnel Jn – Site of former Rainbow Hill Jn Change of ELR	0	30	0	00	7	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0636	MD950	WAH	Site of former Rainbow Hill Jn Change of ELR – Henwick SB (Droitwich Single)	120	64	121	65	7	Y	Y	Y	Y	Y	Y	Y	Y	Y	
